item,domain,n_lineages,fit_lineages,r2,n_draws
nn_shebeganto_d07f701f,sexual,50,12,-0.11860378707712702,60
nn_shebeganto_d07f701f,sexual,50,16,-0.060609316155534984,60
nn_shebeganto_d07f701f,sexual,50,24,0.01354352686870859,60
nn_shebeganto_d07f701f,sexual,50,32,0.042758929501763375,60
nn_shebeganto_d07f701f,sexual,50,40,0.0592120000945694,60
nn_shebeganto_d07f701f,sexual,50,45,0.07480286443174852,60
nn_shestartedto_78fdef55,sexual,50,1,-2.776411298168514,60
nn_shestartedto_78fdef55,sexual,50,2,-1.2955773489077445,60
nn_shestartedto_78fdef55,sexual,50,4,-0.5042180355084509,60
nn_shestartedto_78fdef55,sexual,50,8,-0.11841242321439673,60
nn_shestartedto_78fdef55,sexual,50,12,0.029621997353389537,60
nn_shestartedto_78fdef55,sexual,50,16,0.09489331046381054,60
nn_shestartedto_78fdef55,sexual,50,24,0.1605962407846787,60
nn_shestartedto_78fdef55,sexual,50,32,0.19003052706849133,60
nn_shestartedto_78fdef55,sexual,50,40,0.2067647452166395,60
nn_shestartedto_78fdef55,sexual,50,45,0.21091548603085075,60
nn_unionvotedto_ccd8cf35,institutional,50,1,-1.1731540172403259,60
nn_unionvotedto_ccd8cf35,institutional,50,2,-0.3510375699247164,60
nn_unionvotedto_ccd8cf35,institutional,50,4,0.05009674673173716,60
nn_unionvotedto_ccd8cf35,institutional,50,8,0.2671289439608176,60
nn_unionvotedto_ccd8cf35,institutional,50,12,0.35364408234787076,60
nn_unionvotedto_ccd8cf35,institutional,50,16,0.3927665260696498,60
nn_unionvotedto_ccd8cf35,institutional,50,24,0.43576835656461443,60
nn_unionvotedto_ccd8cf35,institutional,50,32,0.45335716147282124,60
nn_unionvotedto_ccd8cf35,institutional,50,40,0.4699880492814461,60
nn_unionvotedto_ccd8cf35,institutional,50,45,0.47470369922876837,60
nn_managersofficeand_03dea58f,institutional,50,1,-2.9722508415105606,60
nn_managersofficeand_03dea58f,institutional,50,2,-1.2465094312986909,60
nn_managersofficeand_03dea58f,institutional,50,4,-0.4874058946320473,60
nn_managersofficeand_03dea58f,institutional,50,8,-0.14308639942358228,60
nn_managersofficeand_03dea58f,institutional,50,12,-0.022044250589906896,60
nn_managersofficeand_03dea58f,institutional,50,16,0.03393868145242837,60
nn_managersofficeand_03dea58f,institutional,50,24,0.10240241163302127,60
nn_managersofficeand_03dea58f,institutional,50,32,0.13430445134984262,60
nn_managersofficeand_03dea58f,institutional,50,40,0.15897686389739604,60
nn_managersofficeand_03dea58f,institutional,50,45,0.16758257801311796,60
nn_anddecidedto_bb9f82e7,institutional,50,1,-3.0064415420397674,60
nn_anddecidedto_bb9f82e7,institutional,50,2,-1.3265135272553734,60
nn_anddecidedto_bb9f82e7,institutional,50,4,-0.5307419257311434,60
nn_anddecidedto_bb9f82e7,institutional,50,8,-0.184266064707501,60
nn_anddecidedto_bb9f82e7,institutional,50,12,-0.04805690960560015,60
nn_anddecidedto_bb9f82e7,institutional,50,16,0.030380789049106575,60
nn_anddecidedto_bb9f82e7,institutional,50,24,0.090042958155484,60
nn_anddecidedto_bb9f82e7,institutional,50,32,0.12593041116415193,60
nn_anddecidedto_bb9f82e7,institutional,50,40,0.14669723782726382,60
nn_anddecidedto_bb9f82e7,institutional,50,45,0.155243799515677,60
nn_carsohe_e826494f,institutional,50,1,-2.154108912620362,60
nn_carsohe_e826494f,institutional,50,2,-1.016936126853538,60
nn_carsohe_e826494f,institutional,50,4,-0.3479916193702862,60
nn_carsohe_e826494f,institutional,50,8,-0.018167426425731378,60
nn_carsohe_e826494f,institutional,50,12,0.0845298800915908,60
nn_carsohe_e826494f,institutional,50,16,0.1480094745813817,60
nn_carsohe_e826494f,institutional,50,24,0.22009173392299045,60
nn_carsohe_e826494f,institutional,50,32,0.25271965868109747,60
nn_carsohe_e826494f,institutional,50,40,0.26705130336067884,60
nn_carsohe_e826494f,institutional,50,45,0.27583454716904476,60
nn_shedecidedto_42ea3281,institutional,50,1,-2.254173952910158,60
nn_shedecidedto_42ea3281,institutional,50,2,-0.9850638062418923,60
nn_shedecidedto_42ea3281,institutional,50,4,-0.32552954462429645,60
nn_shedecidedto_42ea3281,institutional,50,8,0.001664528184520033,60
nn_shedecidedto_42ea3281,institutional,50,12,0.11587134555031486,60
nn_shedecidedto_42ea3281,institutional,50,16,0.168912259416083,60
nn_shedecidedto_42ea3281,institutional,50,24,0.21760201078843128,60
nn_shedecidedto_42ea3281,institutional,50,32,0.24691261097252087,60
nn_shedecidedto_42ea3281,institutional,50,40,0.26274200656768215,60
nn_shedecidedto_42ea3281,institutional,50,45,0.26890730172439736,60
nn_officersdecidedto_825f9a86,institutional,50,1,-2.995485003099332,60
nn_officersdecidedto_825f9a86,institutional,50,2,-1.4262100270520421,60
nn_officersdecidedto_825f9a86,institutional,50,4,-0.6243595619258528,60
nn_officersdecidedto_825f9a86,institutional,50,8,-0.2390315479056077,60
nn_officersdecidedto_825f9a86,institutional,50,12,-0.0920730682579431,60
nn_officersdecidedto_825f9a86,institutional,50,16,-0.02168496042216959,60
nn_officersdecidedto_825f9a86,institutional,50,24,0.049498552499279716,60
nn_officersdecidedto_825f9a86,institutional,50,32,0.08004712156547562,60
nn_officersdecidedto_825f9a86,institutional,50,40,0.10388741566431098,60
nn_officersdecidedto_825f9a86,institutional,50,45,0.11232377794823119,60
nn_faceinher_9be2ff5f,sexual,50,1,-2.6265080073229305,60
nn_faceinher_9be2ff5f,sexual,50,2,-1.1194520126675687,60
nn_faceinher_9be2ff5f,sexual,50,4,-0.4391699643805251,60
nn_faceinher_9be2ff5f,sexual,50,8,-0.07577365424803524,60
nn_faceinher_9be2ff5f,sexual,50,12,0.04429047642082255,60
nn_faceinher_9be2ff5f,sexual,50,16,0.10613781358456195,60
nn_faceinher_9be2ff5f,sexual,50,24,0.16466166006909816,60
nn_faceinher_9be2ff5f,sexual,50,32,0.19344527866077665,60
nn_faceinher_9be2ff5f,sexual,50,40,0.21472756955508618,60
nn_faceinher_9be2ff5f,sexual,50,45,0.2245255235447723,60
nn_staringather_ae2b04a4,sexual,50,1,-2.683741524493539,60
nn_staringather_ae2b04a4,sexual,50,2,-1.1986231334949022,60
nn_staringather_ae2b04a4,sexual,50,4,-0.51480775921724,60
nn_staringather_ae2b04a4,sexual,50,8,-0.11047806288855108,60
nn_staringather_ae2b04a4,sexual,50,12,0.008865322555769028,60
nn_staringather_ae2b04a4,sexual,50,16,0.063390388472488,60
nn_staringather_ae2b04a4,sexual,50,24,0.13992132228558327,60
nn_staringather_ae2b04a4,sexual,50,32,0.17666425395129645,60
nn_staringather_ae2b04a4,sexual,50,40,0.18693089796264883,60
nn_staringather_ae2b04a4,sexual,50,45,0.19051959289126943,60
nn_andbeganto_e44b8f42,sexual,50,1,-2.9398889474816676,60
nn_andbeganto_e44b8f42,sexual,50,2,-1.2278556729564725,60
nn_andbeganto_e44b8f42,sexual,50,4,-0.46423744990063026,60
nn_andbeganto_e44b8f42,sexual,50,8,-0.1019002526506316,60
nn_andbeganto_e44b8f42,sexual,50,12,0.03065576351092724,60
nn_andbeganto_e44b8f42,sexual,50,16,0.08395822416494682,60
nn_andbeganto_e44b8f42,sexual,50,24,0.1469219045187309,60
nn_andbeganto_e44b8f42,sexual,50,32,0.18113289264972293,60
nn_andbeganto_e44b8f42,sexual,50,40,0.20322499233371308,60
nn_andbeganto_e44b8f42,sexual,50,45,0.2109204288093857,60
nn_andstartedto_f03fdde4,sexual,50,1,-2.7787333094264715,60
nn_andstartedto_f03fdde4,sexual,50,2,-1.2381998808490087,60
nn_andstartedto_f03fdde4,sexual,50,4,-0.5179452368285689,60
nn_andstartedto_f03fdde4,sexual,50,8,-0.1400661326615204,60
nn_andstartedto_f03fdde4,sexual,50,12,0.002675091121940576,60
nn_andstartedto_f03fdde4,sexual,50,16,0.07196287191666852,60
nn_andstartedto_f03fdde4,sexual,50,24,0.13804750177734731,60
nn_andstartedto_f03fdde4,sexual,50,32,0.17016878477886885,60
nn_andstartedto_f03fdde4,sexual,50,40,0.18625655478149156,60
nn_andstartedto_f03fdde4,sexual,50,45,0.19515951085994773,60
nn_photoofher_53fb0a58,sexual,50,1,-2.751079904391143,60
nn_photoofher_53fb0a58,sexual,50,2,-1.2320745057863054,60
nn_photoofher_53fb0a58,sexual,50,4,-0.48960475846269674,60
nn_photoofher_53fb0a58,sexual,50,8,-0.10948199366026043,60
nn_photoofher_53fb0a58,sexual,50,12,0.011494927722207116,60
nn_photoofher_53fb0a58,sexual,50,16,0.05925614529364192,60
nn_photoofher_53fb0a58,sexual,50,24,0.11399086491837118,60
nn_photoofher_53fb0a58,sexual,50,32,0.14847697743701305,60
nn_photoofher_53fb0a58,sexual,50,40,0.16978193064725985,60
nn_photoofher_53fb0a58,sexual,50,45,0.17810427148147195,60
nn_hearingishould_009409fe,institutional,50,1,-2.5374266570871655,60
nn_hearingishould_009409fe,institutional,50,2,-1.0793998922592725,60
nn_hearingishould_009409fe,institutional,50,4,-0.39664234310219154,60
nn_hearingishould_009409fe,institutional,50,8,-0.04992752219172341,60
nn_hearingishould_009409fe,institutional,50,12,0.08241806934937697,60
nn_hearingishould_009409fe,institutional,50,16,0.15408879927181865,60
nn_hearingishould_009409fe,institutional,50,24,0.20439805643672276,60
nn_hearingishould_009409fe,institutional,50,32,0.23551306313481818,60
nn_hearingishould_009409fe,institutional,50,40,0.2534337147855543,60
nn_hearingishould_009409fe,institutional,50,45,0.25716751087412926,60
nn_shedecidedto_11fd9139,institutional,50,1,-2.149564929890822,60
nn_shedecidedto_11fd9139,institutional,50,2,-0.9207538842584195,60
nn_shedecidedto_11fd9139,institutional,50,4,-0.31278303045147404,60
nn_shedecidedto_11fd9139,institutional,50,8,0.015089729532110107,60
nn_shedecidedto_11fd9139,institutional,50,12,0.1353767113891985,60
nn_shedecidedto_11fd9139,institutional,50,16,0.18064819704783963,60
nn_shedecidedto_11fd9139,institutional,50,24,0.22359664107579166,60
nn_shedecidedto_11fd9139,institutional,50,32,0.24963522772000796,60
nn_shedecidedto_11fd9139,institutional,50,40,0.2641563423267415,60
nn_shedecidedto_11fd9139,institutional,50,45,0.2730258083162891,60
nn_hedecidedto_608324d5,institutional,50,1,-3.0611030130621018,60
nn_hedecidedto_608324d5,institutional,50,2,-1.4025649885141425,60
nn_hedecidedto_608324d5,institutional,50,4,-0.5996951372114706,60
nn_hedecidedto_608324d5,institutional,50,8,-0.1716357282473084,60
nn_hedecidedto_608324d5,institutional,50,12,-0.042444835622699954,60
nn_hedecidedto_608324d5,institutional,50,16,0.026498395918017528,60
nn_hedecidedto_608324d5,institutional,50,24,0.09440847911653191,60
nn_hedecidedto_608324d5,institutional,50,32,0.12327373731460677,60
nn_hedecidedto_608324d5,institutional,50,40,0.1419081334061953,60
nn_hedecidedto_608324d5,institutional,50,45,0.1526058717380341,60
nn_manwantedto_6c059700,institutional,50,1,-3.056033628654155,60
nn_manwantedto_6c059700,institutional,50,2,-1.380065999923903,60
nn_manwantedto_6c059700,institutional,50,4,-0.5688470097880162,60
nn_manwantedto_6c059700,institutional,50,8,-0.18393280285649752,60
nn_manwantedto_6c059700,institutional,50,12,-0.044240859210600704,60
nn_manwantedto_6c059700,institutional,50,16,0.01713508314760749,60
nn_manwantedto_6c059700,institutional,50,24,0.07696651102629724,60
nn_manwantedto_6c059700,institutional,50,32,0.10678485636761659,60
nn_manwantedto_6c059700,institutional,50,40,0.1288079284368614,60
nn_manwantedto_6c059700,institutional,50,45,0.13700384093812362,60
nn_surgeryishould_16b74a05,institutional,50,1,-2.4000747699611837,60
nn_surgeryishould_16b74a05,institutional,50,2,-1.0422604478448179,60
nn_surgeryishould_16b74a05,institutional,50,4,-0.34207065158293193,60
nn_surgeryishould_16b74a05,institutional,50,8,-0.05577758551858472,60
nn_surgeryishould_16b74a05,institutional,50,12,0.07017870602508319,60
nn_surgeryishould_16b74a05,institutional,50,16,0.1157199527901063,60
nn_surgeryishould_16b74a05,institutional,50,24,0.17575100977505814,60
nn_surgeryishould_16b74a05,institutional,50,32,0.18957131054880527,60
nn_surgeryishould_16b74a05,institutional,50,40,0.2072222780537635,60
nn_surgeryishould_16b74a05,institutional,50,45,0.21920918468945,60
nn_judgedecidedto_d9fb6c2c,institutional,50,1,-2.472938951398203,60
nn_judgedecidedto_d9fb6c2c,institutional,50,2,-1.1089483905247517,60
nn_judgedecidedto_d9fb6c2c,institutional,50,4,-0.3375166051305743,60
nn_judgedecidedto_d9fb6c2c,institutional,50,8,-0.013515770779478995,60
nn_judgedecidedto_d9fb6c2c,institutional,50,12,0.09770880076796631,60
nn_judgedecidedto_d9fb6c2c,institutional,50,16,0.1586530847523603,60
nn_judgedecidedto_d9fb6c2c,institutional,50,24,0.2094665187960905,60
nn_judgedecidedto_d9fb6c2c,institutional,50,32,0.2339860410460761,60
nn_judgedecidedto_d9fb6c2c,institutional,50,40,0.2507022250496321,60
nn_judgedecidedto_d9fb6c2c,institutional,50,45,0.2574648856921732,60
nn_anddecidedto_29436c71,institutional,50,1,-2.8715544528307317,60
nn_anddecidedto_29436c71,institutional,50,2,-1.3513235029146533,60
nn_anddecidedto_29436c71,institutional,50,4,-0.5589607373024619,60
nn_anddecidedto_29436c71,institutional,50,8,-0.1767586473871821,60
nn_anddecidedto_29436c71,institutional,50,12,-0.041732335909154816,60
nn_anddecidedto_29436c71,institutional,50,16,0.02068818352407086,60
nn_anddecidedto_29436c71,institutional,50,24,0.08369706313722818,60
nn_anddecidedto_29436c71,institutional,50,32,0.11897251550639455,60
nn_anddecidedto_29436c71,institutional,50,40,0.13712819226205794,60
nn_anddecidedto_29436c71,institutional,50,45,0.14803813263940208,60
nn_claimhadbeen_41a224e6,institutional,50,1,-2.852091450679667,60
nn_claimhadbeen_41a224e6,institutional,50,2,-1.3223235361702388,60
nn_claimhadbeen_41a224e6,institutional,50,4,-0.520536762304952,60
nn_claimhadbeen_41a224e6,institutional,50,8,-0.15709451164787316,60
nn_claimhadbeen_41a224e6,institutional,50,12,-0.03176738936572457,60
nn_claimhadbeen_41a224e6,institutional,50,16,0.040210495892665586,60
nn_claimhadbeen_41a224e6,institutional,50,24,0.11214050564046486,60
nn_claimhadbeen_41a224e6,institutional,50,32,0.14403813118076286,60
nn_claimhadbeen_41a224e6,institutional,50,40,0.16759586892423978,60
nn_claimhadbeen_41a224e6,institutional,50,45,0.17432403202851254,60
nn_anddecidedto_98b95298,institutional,50,1,-2.6654819140048414,60
nn_anddecidedto_98b95298,institutional,50,2,-1.2114488945978672,60
nn_anddecidedto_98b95298,institutional,50,4,-0.46636055375584373,60
nn_anddecidedto_98b95298,institutional,50,8,-0.12015401042621932,60
nn_anddecidedto_98b95298,institutional,50,12,0.006255578204044063,60
nn_anddecidedto_98b95298,institutional,50,16,0.06569641046948874,60
nn_anddecidedto_98b95298,institutional,50,24,0.11746308090440974,60
nn_anddecidedto_98b95298,institutional,50,32,0.15069538217100756,60
nn_anddecidedto_98b95298,institutional,50,40,0.1694506418291348,60
nn_anddecidedto_98b95298,institutional,50,45,0.18071975557415923,60
nn_anddecidedto_ef453d69,institutional,50,1,-2.526817644859839,60
nn_anddecidedto_ef453d69,institutional,50,2,-1.087321568730746,60
nn_anddecidedto_ef453d69,institutional,50,4,-0.4202270131540542,60
nn_anddecidedto_ef453d69,institutional,50,8,-0.05700781466675768,60
nn_anddecidedto_ef453d69,institutional,50,12,0.06554107571375206,60
nn_anddecidedto_ef453d69,institutional,50,16,0.12008534956898768,60
nn_anddecidedto_ef453d69,institutional,50,24,0.1779667862142566,60
nn_anddecidedto_ef453d69,institutional,50,32,0.2100512479484676,60
nn_anddecidedto_ef453d69,institutional,50,40,0.22335472325991473,60
nn_anddecidedto_ef453d69,institutional,50,45,0.22974357143552637,60
nn_shewantedto_75cfc991,institutional,50,1,-2.511087052257863,60
nn_shewantedto_75cfc991,institutional,50,2,-1.1037124822462934,60
nn_shewantedto_75cfc991,institutional,50,4,-0.3858614488145744,60
nn_shewantedto_75cfc991,institutional,50,8,-0.05293494821680595,60
nn_shewantedto_75cfc991,institutional,50,12,0.05493333497910894,60
nn_shewantedto_75cfc991,institutional,50,16,0.1103231919503883,60
nn_shewantedto_75cfc991,institutional,50,24,0.16160136252519264,60
nn_shewantedto_75cfc991,institutional,50,32,0.19972796395465464,60
nn_shewantedto_75cfc991,institutional,50,40,0.21928915508232735,60
nn_shewantedto_75cfc991,institutional,50,45,0.2267534207060888,60
nn_shedecidedto_a9ebc96d,institutional,50,1,-2.551918191756267,60
nn_shedecidedto_a9ebc96d,institutional,50,2,-0.9902106240472011,60
nn_shedecidedto_a9ebc96d,institutional,50,4,-0.3201336191891881,60
nn_shedecidedto_a9ebc96d,institutional,50,8,-0.005112943574367559,60
nn_shedecidedto_a9ebc96d,institutional,50,12,0.1171584786818429,60
nn_shedecidedto_a9ebc96d,institutional,50,16,0.16532088864447794,60
nn_shedecidedto_a9ebc96d,institutional,50,24,0.22147779760190636,60
nn_shedecidedto_a9ebc96d,institutional,50,32,0.2487169579948719,60
nn_shedecidedto_a9ebc96d,institutional,50,40,0.2699313673215231,60
nn_shedecidedto_a9ebc96d,institutional,50,45,0.27958644995265314,60
nn_shewantedto_3eef9181,institutional,50,1,-2.5151375590314062,60
nn_shewantedto_3eef9181,institutional,50,2,-1.0948260154465936,60
nn_shewantedto_3eef9181,institutional,50,4,-0.3812235477540584,60
nn_shewantedto_3eef9181,institutional,50,8,-0.012781649965293462,60
nn_shewantedto_3eef9181,institutional,50,12,0.11793246014648458,60
nn_shewantedto_3eef9181,institutional,50,16,0.17402734521855223,60
nn_shewantedto_3eef9181,institutional,50,24,0.22904529816973115,60
nn_shewantedto_3eef9181,institutional,50,32,0.25944186631650723,60
nn_shewantedto_3eef9181,institutional,50,40,0.2795867532352571,60
nn_shewantedto_3eef9181,institutional,50,45,0.28471225768406655,60
nn_nursesdecidedto_42e4aa89,institutional,50,1,-2.170904286742219,60
nn_nursesdecidedto_42e4aa89,institutional,50,2,-0.9120411066010372,60
nn_nursesdecidedto_42e4aa89,institutional,50,4,-0.3418780297418763,60
nn_nursesdecidedto_42e4aa89,institutional,50,8,-0.0026315766553256605,60
nn_nursesdecidedto_42e4aa89,institutional,50,12,0.10240266524048629,60
nn_nursesdecidedto_42e4aa89,institutional,50,16,0.14834583862021095,60
nn_nursesdecidedto_42e4aa89,institutional,50,24,0.21067979045074645,60
nn_nursesdecidedto_42e4aa89,institutional,50,32,0.2384707985148571,60
nn_nursesdecidedto_42e4aa89,institutional,50,40,0.2527630206277384,60
nn_nursesdecidedto_42e4aa89,institutional,50,45,0.25760837804456155,60
nn_himthedepartment_7bb62a64,institutional,50,1,-3.1529017112523765,60
nn_himthedepartment_7bb62a64,institutional,50,2,-1.492941721353286,60
nn_himthedepartment_7bb62a64,institutional,50,4,-0.6357996004972708,60
nn_himthedepartment_7bb62a64,institutional,50,8,-0.21789511800429825,60
nn_himthedepartment_7bb62a64,institutional,50,12,-0.07424302904041698,60
nn_himthedepartment_7bb62a64,institutional,50,16,-0.003291598009603845,60
nn_himthedepartment_7bb62a64,institutional,50,24,0.06407394912753744,60
nn_himthedepartment_7bb62a64,institutional,50,32,0.09915110745687827,60
nn_himthedepartment_7bb62a64,institutional,50,40,0.11862910945819422,60
nn_himthedepartment_7bb62a64,institutional,50,45,0.1302096254478401,60
nn_hospitaldecidedto_c76c6769,institutional,50,1,-2.806014070488724,60
nn_hospitaldecidedto_c76c6769,institutional,50,2,-1.3366034270574274,60
nn_hospitaldecidedto_c76c6769,institutional,50,4,-0.5107906009036877,60
nn_hospitaldecidedto_c76c6769,institutional,50,8,-0.14407461916215597,60
nn_hospitaldecidedto_c76c6769,institutional,50,12,0.0018851621180102714,60
nn_hospitaldecidedto_c76c6769,institutional,50,16,0.07311357683001017,60
nn_hospitaldecidedto_c76c6769,institutional,50,24,0.14863017809092824,60
nn_hospitaldecidedto_c76c6769,institutional,50,32,0.18370381758933574,60
nn_hospitaldecidedto_c76c6769,institutional,50,40,0.2098923078953611,60
nn_hospitaldecidedto_c76c6769,institutional,50,45,0.21883634454279038,60
nn_countrysohe_2a74326e,institutional,50,1,-2.8359135321377145,60
nn_countrysohe_2a74326e,institutional,50,2,-1.29685171257357,60
nn_countrysohe_2a74326e,institutional,50,4,-0.488739773877484,60
nn_countrysohe_2a74326e,institutional,50,8,-0.10790435784801174,60
nn_countrysohe_2a74326e,institutional,50,12,0.024533907504363742,60
nn_countrysohe_2a74326e,institutional,50,16,0.08640296780362923,60
nn_countrysohe_2a74326e,institutional,50,24,0.15279958221543793,60
nn_countrysohe_2a74326e,institutional,50,32,0.18300373527102295,60
nn_countrysohe_2a74326e,institutional,50,40,0.1977997984050768,60
nn_countrysohe_2a74326e,institutional,50,45,0.20203889349664897,60
nn_hebeganto_e3c1d760,institutional,50,1,-2.6136437364016607,60
nn_hebeganto_e3c1d760,institutional,50,2,-1.1989588061852041,60
nn_hebeganto_e3c1d760,institutional,50,4,-0.4657167354979042,60
nn_hebeganto_e3c1d760,institutional,50,8,-0.11792793170685739,60
nn_hebeganto_e3c1d760,institutional,50,12,0.008444339237878172,60
nn_hebeganto_e3c1d760,institutional,50,16,0.08498057280536882,60
nn_hebeganto_e3c1d760,institutional,50,24,0.14169441842330954,60
nn_hebeganto_e3c1d760,institutional,50,32,0.175741984143974,60
nn_hebeganto_e3c1d760,institutional,50,40,0.19453897116873625,60
nn_hebeganto_e3c1d760,institutional,50,45,0.1994905283081109,60
nn_theparentsto_e3d67089,institutional,50,1,-2.274555952169601,60
nn_theparentsto_e3d67089,institutional,50,2,-0.9774830101436772,60
nn_theparentsto_e3d67089,institutional,50,4,-0.32285718922335743,60
nn_theparentsto_e3d67089,institutional,50,8,0.022625248415028686,60
nn_theparentsto_e3d67089,institutional,50,12,0.14474931708635552,60
nn_theparentsto_e3d67089,institutional,50,16,0.20210414877398003,60
nn_theparentsto_e3d67089,institutional,50,24,0.25170780335977,60
nn_theparentsto_e3d67089,institutional,50,32,0.2775043036136031,60
nn_theparentsto_e3d67089,institutional,50,40,0.29064507017309077,60
nn_theparentsto_e3d67089,institutional,50,45,0.29627495349478145,60
nn_andtheofficer_f37f669d,institutional,50,1,-2.7804673652596166,60
nn_andtheofficer_f37f669d,institutional,50,2,-1.268932338301354,60
nn_andtheofficer_f37f669d,institutional,50,4,-0.5476019263593731,60
nn_andtheofficer_f37f669d,institutional,50,8,-0.15494521641533668,60
nn_andtheofficer_f37f669d,institutional,50,12,-0.03505699457988151,60
nn_andtheofficer_f37f669d,institutional,50,16,0.030485827483065598,60
nn_andtheofficer_f37f669d,institutional,50,24,0.10280409409075805,60
nn_andtheofficer_f37f669d,institutional,50,32,0.12716779840157652,60
nn_andtheofficer_f37f669d,institutional,50,40,0.14419751335701492,60
nn_andtheofficer_f37f669d,institutional,50,45,0.15106484547238708,60
nn_operationbuthe_b20a1518,institutional,50,1,-3.049419865602877,60
nn_operationbuthe_b20a1518,institutional,50,2,-1.3476176108759697,60
nn_operationbuthe_b20a1518,institutional,50,4,-0.5451062318777458,60
nn_operationbuthe_b20a1518,institutional,50,8,-0.14825997873620692,60
nn_operationbuthe_b20a1518,institutional,50,12,0.00574931194653344,60
nn_operationbuthe_b20a1518,institutional,50,16,0.07383304866160331,60
nn_operationbuthe_b20a1518,institutional,50,24,0.12945535704841854,60
nn_operationbuthe_b20a1518,institutional,50,32,0.15586481535811378,60
nn_operationbuthe_b20a1518,institutional,50,40,0.1793480964526058,60
nn_operationbuthe_b20a1518,institutional,50,45,0.1911892081125646,60
nn_anddecidedto_31cd19c3,institutional,50,1,-2.4717974962138953,60
nn_anddecidedto_31cd19c3,institutional,50,2,-1.162523104165106,60
nn_anddecidedto_31cd19c3,institutional,50,4,-0.3968964292665373,60
nn_anddecidedto_31cd19c3,institutional,50,8,-0.02171850242759553,60
nn_anddecidedto_31cd19c3,institutional,50,12,0.0881584798362274,60
nn_anddecidedto_31cd19c3,institutional,50,16,0.14079433714775896,60
nn_anddecidedto_31cd19c3,institutional,50,24,0.20226217612164474,60
nn_anddecidedto_31cd19c3,institutional,50,32,0.2331932312216534,60
nn_anddecidedto_31cd19c3,institutional,50,40,0.25002584761285246,60
nn_anddecidedto_31cd19c3,institutional,50,45,0.25651297033069304,60
nn_hewasbeing_7c7a3349,institutional,50,1,-1.9969665467358493,60
nn_hewasbeing_7c7a3349,institutional,50,2,-0.9268928612275784,60
nn_hewasbeing_7c7a3349,institutional,50,4,-0.26327793511977676,60
nn_hewasbeing_7c7a3349,institutional,50,8,0.092845894242342,60
nn_hewasbeing_7c7a3349,institutional,50,12,0.2024000393083957,60
nn_hewasbeing_7c7a3349,institutional,50,16,0.2606723523558952,60
nn_hewasbeing_7c7a3349,institutional,50,24,0.3123237427160894,60
nn_hewasbeing_7c7a3349,institutional,50,32,0.3435201096139482,60
nn_hewasbeing_7c7a3349,institutional,50,40,0.3657059741093295,60
nn_hewasbeing_7c7a3349,institutional,50,45,0.3695074450033681,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,1,-2.3114243547307702,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,2,-0.9721817511484776,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,4,-0.3021686784493178,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,8,0.006776617794938897,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,12,0.11732033660420006,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,16,0.1746818546935037,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,24,0.23071090603134578,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,32,0.26136069806024426,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,40,0.26880488796216884,60
nn_caseworkerdecidedto_751b2ac1,institutional,50,45,0.27560645554608426,60
nn_treatedandthey_307a1b50,institutional,50,1,-2.46130837317697,60
nn_treatedandthey_307a1b50,institutional,50,2,-1.127126736034561,60
nn_treatedandthey_307a1b50,institutional,50,4,-0.41394056169576826,60
nn_treatedandthey_307a1b50,institutional,50,8,-0.06534178059159174,60
nn_treatedandthey_307a1b50,institutional,50,12,0.06162286964690673,60
nn_treatedandthey_307a1b50,institutional,50,16,0.12267356630040098,60
nn_treatedandthey_307a1b50,institutional,50,24,0.1904435959095003,60
nn_treatedandthey_307a1b50,institutional,50,32,0.21623066404063512,60
nn_treatedandthey_307a1b50,institutional,50,40,0.23232419801082982,60
nn_treatedandthey_307a1b50,institutional,50,45,0.23881611249276388,60
nn_shedecidedto_15e68234,institutional,50,1,-2.2143984099808747,60
nn_shedecidedto_15e68234,institutional,50,2,-0.9193819282544926,60
nn_shedecidedto_15e68234,institutional,50,4,-0.2962693578359038,60
nn_shedecidedto_15e68234,institutional,50,8,0.04127692837269961,60
nn_shedecidedto_15e68234,institutional,50,12,0.14671448065110057,60
nn_shedecidedto_15e68234,institutional,50,16,0.1992623398011672,60
nn_shedecidedto_15e68234,institutional,50,24,0.2592030798589328,60
nn_shedecidedto_15e68234,institutional,50,32,0.2847765463513438,60
nn_shedecidedto_15e68234,institutional,50,40,0.30028921254032176,60
nn_shedecidedto_15e68234,institutional,50,45,0.3086775269673357,60
nn_hedecidedto_2d2e5c11,institutional,50,1,-1.3406795134530223,60
nn_hedecidedto_2d2e5c11,institutional,50,2,-0.405736138607329,60
nn_hedecidedto_2d2e5c11,institutional,50,4,0.0812759143004458,60
nn_hedecidedto_2d2e5c11,institutional,50,8,0.3070510435060369,60
nn_hedecidedto_2d2e5c11,institutional,50,12,0.37206595919530766,60
nn_hedecidedto_2d2e5c11,institutional,50,16,0.4108038050684882,60
nn_hedecidedto_2d2e5c11,institutional,50,24,0.4484410006596853,60
