source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
T+,T+,G-,G-,13,48,430,0.7564,0.3377,0.00208811,letter,32
S,S,T-,T-,10,49,708,0.7563,0.9242,3.84591e-05,letter,32
L,L,A,A,11,48,438,0.7553,0.8987,0.000222245,letter,32
P,P,H,H,20,48,210,0.7552,0.9265,0.312327,letter,32
N-,N-,H,H,18,48,661,0.7550,0.7655,0.111403,letter,32
B-,B-,E-,E-,9,49,399,0.7550,0.6549,9.26355e-06,letter,32
L-,L-,H,H,10,48,443,0.7549,1.3828,6.16964e-05,letter,32
B+,B+,T-,T-,19,38,13,0.7546,0.2919,1,letter,32
K,K,L+,L+,19,47,125,0.7543,0.3155,0.24296,letter,32
T-,T-,N-,N-,18,49,441,0.7533,0.7306,0.0854331,letter,32
W,W,N+,N+,14,48,400,0.7510,0.7822,0.0055152,letter,32
T-,T-,T,T,13,48,574,0.7504,0.8400,0.00208811,letter,32
I-,I-,T,T,18,49,446,0.7503,1.1329,0.0854331,letter,32
F+,F+,Z,Z,13,39,39,0.7498,1.2121,0.0532519,letter,32
L,L,E-,E-,15,49,255,0.7496,0.8996,0.00939924,letter,32
B+,B+,T,T,16,34,11,0.7478,0.9289,0.864166,letter,32
X,X,L+,L+,20,47,127,0.7465,0.3139,0.381693,letter,32
N,N,L+,L+,21,46,75,0.7445,0.4218,0.658738,letter,32
T+,T+,N-,N-,7,48,824,0.7445,0.4266,6.24041e-07,letter,32
M,M,C,C,14,49,562,0.7439,0.8389,0.00380165,letter,32
A,A,F+,F+,10,31,38,0.7437,0.0250,0.0707555,letter,32
A+,A+,X+,X+,5,49,2086,0.7435,0.6311,7.59716e-09,letter,32
I,I,G,G,18,49,636,0.7423,0.7639,0.0854331,letter,32
Q,Q,P,P,14,49,487,0.7423,0.6374,0.00380165,letter,32
L,L,N,N,15,48,217,0.7412,0.8026,0.0132833,letter,32
C,C,A,A,14,49,626,0.7412,0.7685,0.00380165,letter,32
T+,T+,Y,Y,19,47,1058,0.7409,0.4137,0.24296,letter,32
X,X,I,I,4,49,1641,0.7406,0.4459,8.22546e-10,letter,32
X,X,N-,N-,14,49,1030,0.7403,0.4867,0.00380165,letter,32
W,W,F,F,19,49,238,0.7400,0.6168,0.152408,letter,32
L-,L-,X-,X-,12,49,428,0.7398,1.9335,0.000469757,letter,32
S,S,H,H,16,50,1072,0.7388,0.9855,0.0153467,letter,32
O,O,X+,X+,8,49,1873,0.7371,0.7470,1.96465e-06,letter,32
I,I,I-,I-,20,49,547,0.7347,0.8895,0.25287,letter,32
G-,G-,S-,S-,13,49,329,0.7343,0.7693,0.00140269,letter,32
F,F,W,W,20,49,263,0.7334,0.6981,0.25287,letter,32
F,F,B,B,13,49,789,0.7333,1.0289,0.00140269,letter,32
G-,G-,O+,O+,17,46,238,0.7329,0.6258,0.103805,letter,32
W,W,Z,Z,12,49,423,0.7326,0.8687,0.000469757,letter,32
F+,F+,X-,X-,8,39,33,0.7321,1.7771,0.000294077,letter,32
L,L,K,K,16,49,211,0.7314,0.9126,0.0212941,letter,32
B-,B-,O,O,12,49,425,0.7307,0.7822,0.000469757,letter,32
O+,O+,K,K,17,49,402,0.7298,0.9163,0.0443842,letter,32
I-,I-,S-,S-,16,48,396,0.7294,1.1284,0.0293049,letter,32
C,C,P,P,18,45,103,0.7290,0.8649,0.232693,letter,32
C,C,N,N,16,49,310,0.7289,0.8661,0.0212941,letter,32
E-,E-,S-,S-,11,49,784,0.7288,0.8688,0.000141971,letter,32
O+,O+,C,C,20,48,145,0.7286,0.7041,0.312327,letter,32
O,O,F+,F+,14,30,30,0.7275,0.0516,0.855536,letter,32
I-,I-,Z,Z,11,49,742,0.7273,0.8890,0.000141971,letter,32
O+,O+,S-,S-,15,49,372,0.7272,0.6921,0.00939924,letter,32
T-,T-,E-,E-,16,49,663,0.7266,0.6317,0.0212941,letter,32
O,O,E,E,13,48,215,0.7265,0.6247,0.00208811,letter,32
F+,F+,A-,A-,15,41,48,0.7259,0.9662,0.117275,letter,32
C,C,G,G,18,47,127,0.7251,0.7304,0.143865,letter,32
H,H,G+,G+,19,44,31,0.7247,1.0058,0.451381,letter,32
N-,N-,N-,N-,14,47,379,0.7237,0.6105,0.00794273,letter,32
T,T,E-,E-,17,49,514,0.7229,0.6130,0.0443842,letter,32
S+,S+,S+,S+,9,49,1720,0.7228,0.5801,9.26355e-06,letter,32
A,A,W,W,18,49,619,0.7226,0.6997,0.0854331,letter,32
I,I,E-,E-,16,49,1259,0.7210,0.7419,0.0212941,letter,32
L-,L-,E,E,17,39,30,0.7209,1.1987,0.522397,letter,32
Z,Z,B-,B-,9,49,424,0.7207,0.8492,9.26355e-06,letter,32
B+,B+,O,O,17,42,38,0.7200,0.9965,0.279956,letter,32
G-,G-,W,W,19,47,126,0.7196,0.7014,0.24296,letter,32
A+,A+,S-,S-,15,49,1389,0.7196,0.5752,0.00939924,letter,32
E-,E-,G-,G-,15,49,492,0.7193,0.6308,0.00939924,letter,32
E,E,F,F,15,45,77,0.7192,0.7354,0.0356978,letter,32
I,I,B+,B+,17,41,43,0.7188,0.3860,0.348889,letter,32
S-,S-,S,S,11,49,888,0.7186,0.7509,0.000141971,letter,32
I-,I-,I-,I-,13,48,178,0.7180,0.7882,0.00208811,letter,32
E+,E+,L-,L-,14,49,164,0.7159,0.2500,0.00380165,letter,32
N,N,N-,N-,17,48,724,0.7155,0.7458,0.0594634,letter,32
B+,B+,B-,B-,16,38,13,0.7151,1.7694,0.417692,letter,32
H,H,B,B,9,49,1042,0.7141,0.7467,9.26355e-06,letter,32
F+,F+,O,O,12,41,34,0.7137,0.9000,0.0115078,letter,32
Q,Q,L,L,19,49,582,0.7136,0.7460,0.152408,letter,32
N-,N-,O+,O+,20,48,395,0.7134,0.6298,0.312327,letter,32
E+,E+,S,S,9,49,821,0.7133,0.5695,9.26355e-06,letter,32
T,T,L,L,21,48,155,0.7133,0.9175,0.470879,letter,32
O+,O+,I-,I-,17,49,220,0.7129,0.6951,0.0443842,letter,32
I-,I-,T-,T-,15,49,353,0.7113,1.0496,0.00939924,letter,32
Q,Q,G,G,9,49,907,0.7112,0.5426,9.26355e-06,letter,32
E+,E+,S-,S-,15,49,492,0.7109,0.6343,0.00939924,letter,32
L-,L-,B,B,6,49,495,0.7102,1.5448,5.72777e-08,letter,32
G,G,Z,Z,7,49,773,0.7102,1.2209,3.62458e-07,letter,32
A,A,L-,L-,10,49,567,0.7101,0.2347,3.84591e-05,letter,32
A+,A+,P,P,10,49,509,0.7098,0.5412,3.84591e-05,letter,32
I,I,L,L,16,48,367,0.7096,0.9835,0.0293049,letter,32
B,B,C,C,14,49,338,0.7092,0.7030,0.00380165,letter,32
T-,T-,T-,T-,11,49,387,0.7089,0.6110,0.000141971,letter,32
T+,T+,K,K,15,49,739,0.7086,0.5208,0.00939924,letter,32
C,C,K,K,18,47,194,0.7075,0.7809,0.143865,letter,32
B,B,I+,I+,15,37,49,0.7073,0.6165,0.324009,letter,32
Y,Y,Y,Y,17,46,28,0.7061,0.4592,0.103805,letter,32
B-,B-,X-,X-,15,48,271,0.7058,0.9616,0.0132833,letter,32
O,O,I-,I-,14,49,761,0.7057,0.6884,0.00380165,letter,32
K,K,B,B,9,49,608,0.7056,0.6396,9.26355e-06,letter,32
P,P,N-,N-,18,47,118,0.7056,0.6331,0.143865,letter,32
X,X,E,E,16,48,200,0.7042,0.3977,0.0293049,letter,32
N+,N+,G+,G+,20,44,54,0.7026,0.8584,0.651588,letter,32
I,I,W,W,17,48,323,0.7019,0.6819,0.0594634,letter,32
G+,G+,I,I,11,42,21,0.7016,0.3112,0.00288725,letter,32
W,W,E+,E+,17,49,238,0.7016,0.7124,0.0443842,letter,32
W,W,I-,I-,19,48,168,0.7008,0.6327,0.193413,letter,32
F-,F-,M,M,17,38,50,0.7007,0.2213,0.627103,letter,32
S-,S-,L,L,13,48,252,0.7003,0.9061,0.00208811,letter,32
G-,G-,I,I,14,49,509,0.6988,0.6200,0.00380165,letter,32
A-,A-,F-,F-,12,30,29,0.6984,0.2505,0.361595,letter,32
N-,N-,G-,G-,17,48,221,0.6982,0.4588,0.0594634,letter,32
Z,Z,X-,X-,10,49,1183,0.6980,1.1035,3.84591e-05,letter,32
O+,O+,T-,T-,19,49,289,0.6978,0.7243,0.152408,letter,32
F+,F+,S,S,18,38,32,0.6955,0.5873,0.871415,letter,32
I-,I-,L,L,18,48,151,0.6953,1.1586,0.111403,letter,32
B-,B-,F,F,20,49,215,0.6948,0.5824,0.25287,letter,32
N+,N+,N+,N+,7,49,1784,0.6943,0.6569,3.62458e-07,letter,32
E-,E-,L-,L-,14,49,389,0.6935,0.3170,0.00380165,letter,32
N-,N-,T-,T-,18,49,330,0.6928,0.5512,0.0854331,letter,32
B,B,B+,B+,20,43,38,0.6916,0.3853,0.760792,letter,32
Y,Y,S,S,19,49,79,0.6915,0.5263,0.152408,letter,32
T-,T-,O+,O+,16,49,475,0.6914,0.6136,0.0212941,letter,32
T+,T+,S-,S-,14,49,806,0.6911,0.3902,0.00380165,letter,32
I-,I-,K,K,15,49,370,0.6909,1.1233,0.00939924,letter,32
E+,E+,P,P,18,49,224,0.6909,0.4528,0.0854331,letter,32
E-,E-,E-,E-,1,49,1034,0.6900,0.6616,1.77636e-13,letter,32
L-,L-,G,G,11,49,231,0.6886,0.9766,0.000141971,letter,32
H,H,X,X,14,49,1441,0.6880,0.8047,0.00380165,letter,32
B-,B-,S,S,9,49,377,0.6876,0.5828,9.26355e-06,letter,32
E,E,B,B,15,48,180,0.6856,0.8742,0.0132833,letter,32
A-,A-,G+,G+,16,45,58,0.6853,0.5921,0.0724543,letter,32
S-,S-,H,H,8,49,676,0.6840,0.7751,1.96465e-06,letter,32
T,T,X-,X-,13,49,440,0.6833,0.8658,0.00140269,letter,32
O-,O-,T-,T-,21,47,72,0.6830,0.5731,0.560065,letter,32
A,A,P,P,5,49,510,0.6827,0.5506,7.59716e-09,letter,32
S-,S-,X-,X-,14,48,671,0.6822,1.0041,0.0055152,letter,32
Q,Q,O-,O-,14,48,355,0.6821,0.4548,0.0055152,letter,32
I,I,Y,Y,18,47,778,0.6815,0.6412,0.143865,letter,32
E+,E+,N-,N-,10,49,555,0.6809,0.4827,3.84591e-05,letter,32
T-,T-,L-,L-,16,49,187,0.6809,0.3473,0.0212941,letter,32
W,W,S-,S-,16,47,186,0.6799,0.6816,0.0399861,letter,32
L,L,W,W,16,48,103,0.6796,0.7261,0.0293049,letter,32
Y,Y,M,M,13,48,129,0.6793,0.4946,0.00208811,letter,32
N,N,C,C,17,49,234,0.6792,0.6401,0.0443842,letter,32
G,G,G,G,8,49,317,0.6781,0.9308,1.96465e-06,letter,32
S,S,O-,O-,14,48,222,0.6777,0.8589,0.0055152,letter,32
E,E,N,N,12,46,141,0.6775,0.8057,0.00164149,letter,32
S+,S+,P,P,14,49,320,0.6774,0.4683,0.00380165,letter,32
S+,S+,E,E,21,48,160,0.6756,0.3831,0.470879,letter,32
T,T,W,W,15,48,129,0.6739,0.6302,0.0132833,letter,32
A-,A-,L-,L-,15,49,455,0.6734,0.2566,0.00939924,letter,32
L,L,N-,N-,15,48,182,0.6728,0.8481,0.0132833,letter,32
W,W,O+,O+,15,48,195,0.6723,0.5218,0.0132833,letter,32
M,M,L+,L+,9,47,173,0.6712,0.5662,2.4904e-05,letter,32
N-,N-,E+,E+,14,49,557,0.6709,0.5067,0.00380165,letter,32
T,T,T,T,15,50,354,0.6700,0.6984,0.00660045,letter,32
L+,L+,S,S,10,47,153,0.6684,0.8922,9.84888e-05,letter,32
E-,E-,F,F,7,49,684,0.6682,0.5807,3.62458e-07,letter,32
T,T,Y,Y,17,46,222,0.6669,0.5471,0.103805,letter,32
E+,E+,L,L,15,48,225,0.6658,0.7233,0.0132833,letter,32
H,H,L,L,15,49,301,0.6649,0.7575,0.00939924,letter,32
L,L,N+,N+,15,49,316,0.6648,0.7639,0.00939924,letter,32
B-,B-,N,N,12,49,276,0.6647,0.6686,0.000469757,letter,32
O-,O-,X-,X-,13,48,155,0.6643,0.7534,0.00208811,letter,32
Q,Q,L-,L-,13,49,511,0.6638,0.2905,0.00140269,letter,32
I-,I-,B,B,9,48,571,0.6629,0.9191,1.52218e-05,letter,32
T,T,S,S,14,50,645,0.6621,0.5829,0.00260217,letter,32
X-,X-,I-,I-,17,49,222,0.6613,0.3075,0.0443842,letter,32
O+,O+,N-,N-,18,48,338,0.6607,0.7212,0.111403,letter,32
S,S,G+,G+,18,45,40,0.6588,0.9472,0.232693,letter,32
E,E,Z,Z,16,47,174,0.6584,0.8064,0.0399861,letter,32
T,T,C,C,19,46,84,0.6573,0.6831,0.301996,letter,32
G,G,G+,G+,14,44,28,0.6561,0.7765,0.0226288,letter,32
S,S,Y,Y,14,48,509,0.6561,0.6102,0.0055152,letter,32
W,W,L,L,11,48,120,0.6553,0.8413,0.000222245,letter,32
F,F,L+,L+,15,42,67,0.6552,0.3363,0.0884295,letter,32
H,H,E+,E+,13,48,745,0.6536,0.4845,0.00208811,letter,32
G-,G-,B,B,10,48,517,0.6503,0.7925,6.16964e-05,letter,32
G,G,E-,E-,8,49,638,0.6481,0.8888,1.96465e-06,letter,32
G,G,S-,S-,10,49,445,0.6445,0.9560,3.84591e-05,letter,32
L,L,O,O,11,49,351,0.6429,0.7039,0.000141971,letter,32
S+,S+,C,C,13,48,305,0.6416,0.3443,0.00208811,letter,32
S+,S+,I-,I-,12,49,607,0.6414,0.4289,0.000469757,letter,32
P,P,X,X,11,49,336,0.6411,0.8316,0.000141971,letter,32
N,N,T,T,14,48,933,0.6405,0.6774,0.0055152,letter,32
O-,O-,G-,G-,18,47,77,0.6402,0.4120,0.143865,letter,32
B-,B-,L,L,10,48,143,0.6396,0.8753,6.16964e-05,letter,32
O+,O+,G,G,16,49,259,0.6387,0.6627,0.0212941,letter,32
B,B,O-,O-,16,48,268,0.6377,0.6008,0.0293049,letter,32
E+,E+,W,W,15,49,241,0.6374,0.5492,0.00939924,letter,32
P,P,K,K,17,49,182,0.6350,0.9901,0.0443842,letter,32
N,N,G+,G+,17,41,31,0.6350,0.5102,0.348889,letter,32
G-,G-,N,N,15,48,424,0.6341,0.7004,0.0132833,letter,32
L+,L+,X-,X-,13,46,90,0.6336,1.0585,0.00453386,letter,32
S-,S-,Z,Z,6,49,1101,0.6329,0.7247,5.72777e-08,letter,32
A+,A+,G-,G-,11,49,757,0.6298,0.4006,0.000141971,letter,32
C,C,Z,Z,14,48,372,0.6298,0.7711,0.0055152,letter,32
G-,G-,G-,G-,12,48,220,0.6281,0.5424,0.00071727,letter,32
B-,B-,B,B,9,49,372,0.6260,0.8373,9.26355e-06,letter,32
O+,O+,E+,E+,18,49,351,0.6256,0.7383,0.0854331,letter,32
L-,L-,B-,B-,7,48,209,0.6239,1.3411,6.24041e-07,letter,32
G,G,O+,O+,14,49,364,0.6224,0.8555,0.00380165,letter,32
T-,T-,C,C,17,47,101,0.6218,0.5621,0.0789407,letter,32
X+,X+,L,L,21,49,500,0.6208,0.8034,0.391603,letter,32
P,P,B-,B-,16,46,52,0.6182,0.7144,0.054076,letter,32
A+,A+,B+,B+,18,44,50,0.6177,0.2587,0.291215,letter,32
L+,L+,N,N,16,46,98,0.6176,1.0810,0.054076,letter,32
W,W,N,N,13,49,335,0.6167,0.6362,0.00140269,letter,32
A-,A-,I+,I+,21,43,66,0.6162,0.5217,1,letter,32
L+,L+,B-,B-,12,42,50,0.6161,0.9822,0.0079159,letter,32
L,L,L,L,6,49,121,0.6153,0.8687,5.72777e-08,letter,32
I,I,I+,I+,15,44,46,0.6148,0.3766,0.0487668,letter,32
G-,G-,I-,I-,13,49,226,0.6136,0.6385,0.00140269,letter,32
X,X,W-,W-,16,41,16,0.6134,0.1710,0.211024,letter,32
L-,L-,L-,L-,12,49,197,0.6110,0.4549,0.000469757,letter,32
L-,L-,L,L,9,48,180,0.6109,1.5622,1.52218e-05,letter,32
L-,L-,S,S,8,49,505,0.6106,0.9879,1.96465e-06,letter,32
I+,I+,Z,Z,18,41,25,0.6093,0.2714,0.532709,letter,32
E,E,E,E,16,44,15,0.6083,0.3897,0.0961418,letter,32
X-,X-,O+,O+,20,49,366,0.6083,0.2221,0.25287,letter,32
K,K,K,K,9,49,472,0.6071,0.5184,9.26355e-06,letter,32
C,C,H,H,19,48,317,0.6066,0.7986,0.193413,letter,32
O-,O-,S-,S-,17,48,157,0.6061,0.5012,0.0594634,letter,32
L,L,B-,B-,15,48,126,0.6060,0.8079,0.0132833,letter,32
P,P,S-,S-,16,49,125,0.6053,0.5848,0.0212941,letter,32
B+,B+,X-,X-,13,40,31,0.6005,1.5494,0.0384773,letter,32
T,T,E,E,18,45,38,0.6000,0.3434,0.232693,letter,32
L+,L+,Z,Z,14,47,147,0.5993,1.1551,0.00794273,letter,32
P,P,G,G,19,49,74,0.5987,0.5314,0.152408,letter,32
L,L,T,T,15,48,160,0.5986,0.8560,0.0132833,letter,32
S-,S-,C,C,20,47,157,0.5981,0.4869,0.381693,letter,32
O,O,F-,F-,15,33,22,0.5958,0.0745,0.728332,letter,32
W,W,K,K,7,48,196,0.5948,0.6805,6.24041e-07,letter,32
G-,G-,L,L,10,48,91,0.5940,0.5828,6.16964e-05,letter,32
T+,T+,L,L,13,48,356,0.5920,0.4695,0.00208811,letter,32
E+,E+,C,C,14,49,193,0.5888,0.3093,0.00380165,letter,32
F,F,G,G,15,49,275,0.5881,0.6841,0.00939924,letter,32
Y,Y,G,G,16,44,33,0.5880,0.4476,0.0961418,letter,32
Y,Y,E+,E+,17,44,31,0.5839,0.5501,0.174171,letter,32
B-,B-,N-,N-,15,48,178,0.5826,0.6710,0.0132833,letter,32
P,P,F,F,16,48,113,0.5822,0.5484,0.0293049,letter,32
C,C,C,C,19,47,66,0.5811,0.5571,0.24296,letter,32
X,X,P,P,7,49,407,0.5791,0.4263,3.62458e-07,letter,32
F-,F-,X,X,10,32,37,0.5785,0.5584,0.0501025,letter,32
S-,S-,B-,B-,11,49,268,0.5774,0.6873,0.000141971,letter,32
W,W,C,C,19,45,52,0.5773,0.5104,0.371298,letter,32
X-,X-,N-,N-,14,48,371,0.5771,0.2214,0.0055152,letter,32
S+,S+,G-,G-,11,49,541,0.5764,0.4084,0.000141971,letter,32
T-,T-,G+,G+,16,41,21,0.5762,0.3755,0.211024,letter,32
B+,B+,E+,E+,13,38,35,0.5742,1.0201,0.0729514,letter,32
K,K,S-,S-,7,49,424,0.5716,0.4361,3.62458e-07,letter,32
N-,N-,B-,B-,15,48,177,0.5711,0.5494,0.0132833,letter,32
K,K,O+,O+,14,49,386,0.5690,0.3576,0.00380165,letter,32
F,F,O+,O+,12,49,452,0.5685,0.7444,0.000469757,letter,32
S,S,E,E,16,48,140,0.5665,0.7065,0.0293049,letter,32
I-,I-,G-,G-,11,49,253,0.5649,0.5080,0.000141971,letter,32
O-,O-,H,H,18,47,122,0.5644,0.5689,0.143865,letter,32
L,L,Z,Z,7,48,313,0.5633,0.8605,6.24041e-07,letter,32
E,E,A+,A+,10,48,281,0.5629,0.7397,6.16964e-05,letter,32
L-,L-,Y,Y,16,34,136,0.5627,1.2978,0.864166,letter,32
L,L,E,E,17,40,30,0.5616,0.6241,0.429591,letter,32
B-,B-,O-,O-,18,48,105,0.5612,0.3749,0.111403,letter,32
I,I,F,F,10,49,743,0.5575,0.5090,3.84591e-05,letter,32
N-,N-,I-,I-,18,48,308,0.5570,0.3294,0.111403,letter,32
O+,O+,O+,O+,7,48,277,0.5570,0.5425,6.24041e-07,letter,32
X-,X-,P,P,16,48,102,0.5568,0.2061,0.0293049,letter,32
B,B,F+,F+,9,31,22,0.5567,0.0000,0.0294494,letter,32
S-,S-,F,F,13,49,464,0.5567,0.4263,0.00140269,letter,32
E+,E+,F,F,10,49,449,0.5566,0.3954,3.84591e-05,letter,32
N-,N-,O-,O-,13,48,122,0.5545,0.3902,0.00208811,letter,32
T-,T-,I-,I-,16,49,304,0.5543,0.4346,0.0212941,letter,32
L+,L+,P,P,14,44,60,0.5530,0.6825,0.0226288,letter,32
N-,N-,E,E,18,45,96,0.5503,0.3698,0.232693,letter,32
G,G,L-,L-,13,49,200,0.5503,0.3970,0.00140269,letter,32
H,H,I-,I-,14,49,436,0.5502,0.4156,0.00380165,letter,32
P,P,E+,E+,15,49,157,0.5498,0.5932,0.00939924,letter,32
L+,L+,C,C,13,33,22,0.5488,0.8565,0.296206,letter,32
O-,O-,E+,E+,15,48,126,0.5483,0.4656,0.0132833,letter,32
L-,L-,F,F,12,49,329,0.5481,0.8958,0.000469757,letter,32
A+,A+,I+,I+,14,45,79,0.5478,0.3212,0.0160944,letter,32
Q,Q,B-,B-,7,49,530,0.5473,0.5345,3.62458e-07,letter,32
Y,Y,S+,S+,14,49,88,0.5461,0.3268,0.00380165,letter,32
F-,F-,A,A,12,35,47,0.5457,0.1981,0.0895311,letter,32
W,W,T,T,8,48,204,0.5454,0.5364,3.30527e-06,letter,32
L+,L+,E+,E+,13,45,75,0.5430,0.4582,0.00660882,letter,32
L+,L+,H,H,12,47,97,0.5423,0.7388,0.00108854,letter,32
B,B,F-,F-,15,34,18,0.5353,0.3483,0.607591,letter,32
E-,E-,O-,O-,10,48,249,0.5339,0.5110,6.16964e-05,letter,32
O+,O+,O-,O-,12,48,114,0.5335,0.4538,0.00071727,letter,32
E+,E+,T,T,16,48,608,0.5324,0.5199,0.0293049,letter,32
I-,I-,B-,B-,13,48,177,0.5317,1.0185,0.00208811,letter,32
T,T,O+,O+,8,49,300,0.5309,0.4909,1.96465e-06,letter,32
T,T,S-,S-,15,50,358,0.5260,0.5854,0.00660045,letter,32
E+,E+,G-,G-,11,49,283,0.5231,0.3858,0.000141971,letter,32
S+,S+,F,F,8,49,826,0.5223,0.3169,1.96465e-06,letter,32
T,T,G-,G-,13,48,170,0.5214,0.3652,0.00208811,letter,32
N+,N+,B-,B-,10,49,450,0.5209,0.6292,3.84591e-05,letter,32
I+,I+,N,N,15,38,16,0.5165,0.0000,0.255875,letter,32
O-,O-,S+,S+,10,47,201,0.5149,0.5007,9.84888e-05,letter,32
G+,G+,G,G,17,41,11,0.5149,0.0981,0.348889,letter,32
N-,N-,W-,W-,16,39,10,0.5139,0.4587,0.336784,letter,32
S-,S-,L-,L-,10,49,215,0.5125,0.2070,3.84591e-05,letter,32
I+,I+,Q,Q,10,38,41,0.5099,0.1618,0.00509764,letter,32
I+,I+,M,M,11,40,41,0.5098,0.2477,0.00642658,letter,32
E-,E-,F-,F-,12,31,21,0.5090,0.0000,0.281042,letter,32
B-,B-,W-,W-,13,31,10,0.5072,0.4379,0.47313,letter,32
I+,I+,X+,X+,15,39,33,0.5066,0.1898,0.199591,letter,32
O+,O+,W,W,12,48,138,0.5061,0.5190,0.00071727,letter,32
X+,X+,F+,F+,12,30,28,0.5044,0.0000,0.361595,letter,32
T+,T+,C,C,11,48,263,0.5039,0.2741,0.000222245,letter,32
N,N,Y,Y,12,48,662,0.4999,0.4308,0.00071727,letter,32
S,S,I+,I+,14,43,37,0.4995,0.4956,0.0315395,letter,32
W,W,B,B,5,48,374,0.4985,0.5433,1.36805e-08,letter,32
X-,X-,T+,T+,9,49,657,0.4984,0.2136,9.26355e-06,letter,32
M,M,Q-,Q-,9,32,19,0.4961,0.3792,0.0200616,letter,32
X-,X-,S,S,3,49,743,0.4960,0.2189,6.98108e-11,letter,32
F+,F+,B-,B-,10,36,21,0.4940,0.6000,0.011331,letter,32
F+,F+,B,B,11,43,48,0.4937,0.5627,0.00191396,letter,32
G+,G+,O,O,13,41,25,0.4896,0.1483,0.0275332,letter,32
L+,L+,G,G,13,46,54,0.4895,0.4506,0.00453386,letter,32
A+,A+,F+,F+,10,31,36,0.4893,0.0149,0.0707555,letter,32
T,T,B-,B-,9,49,139,0.4891,0.4736,9.26355e-06,letter,32
Z,Z,W-,W-,13,45,29,0.4849,0.4208,0.00660882,letter,32
X+,X+,F-,F-,11,29,26,0.4847,0.0230,0.264931,letter,32
B+,B+,B,B,10,43,41,0.4841,0.8937,0.000606107,letter,32
I-,I-,C,C,13,46,147,0.4829,0.6047,0.00453386,letter,32
T,T,B,B,7,49,583,0.4826,0.5241,3.62458e-07,letter,32
H,H,I+,I+,14,38,24,0.4817,0.4164,0.143307,letter,32
G-,G-,H,H,11,48,413,0.4813,0.5296,0.000222245,letter,32
G,G,E,E,14,41,36,0.4792,0.5493,0.0595839,letter,32
B+,B+,O+,O+,10,33,23,0.4783,0.7266,0.035082,letter,32
Y,Y,E-,E-,13,45,46,0.4778,0.2882,0.00660882,letter,32
L+,L+,O,O,14,47,162,0.4775,0.6875,0.00794273,letter,32
F,F,L,L,8,49,236,0.4756,0.6193,1.96465e-06,letter,32
I-,I-,O+,O+,7,49,352,0.4736,0.6063,3.62458e-07,letter,32
I+,I+,A,A,14,39,39,0.4735,0.3659,0.108129,letter,32
E,E,W,W,15,42,36,0.4727,0.5999,0.0884295,letter,32
B+,B+,A+,A+,15,44,57,0.4726,1.0925,0.0487668,letter,32
B-,B-,L+,L+,18,41,60,0.4698,0.3103,0.532709,letter,32
L-,L-,O-,O-,12,46,100,0.4689,0.6551,0.00164149,letter,32
W,W,E,E,16,42,31,0.4679,0.4158,0.164149,letter,32
O+,O+,B-,B-,8,49,217,0.4668,0.5547,1.96465e-06,letter,32
F-,F-,X+,X+,13,33,33,0.4668,0.1694,0.296206,letter,32
C,C,W,W,14,45,74,0.4642,0.4166,0.0160944,letter,32
Y,Y,T,T,15,47,62,0.4634,0.2991,0.0186238,letter,32
F,F,O-,O-,10,47,133,0.4592,0.4902,9.84888e-05,letter,32
W,W,G,G,18,48,118,0.4578,0.4873,0.111403,letter,32
B,B,Q-,Q-,12,33,19,0.4578,0.4549,0.162756,letter,32
Y,Y,F,F,16,45,39,0.4554,0.4463,0.0724543,letter,32
G-,G-,L-,L-,8,48,144,0.4542,0.2188,3.30527e-06,letter,32
G+,G+,E+,E+,11,32,11,0.4540,0.0103,0.110184,letter,32
I,I,L+,L+,13,46,116,0.4540,0.3697,0.00453386,letter,32
T+,T+,E,E,14,48,138,0.4536,0.1592,0.0055152,letter,32
I-,I-,Y,Y,15,36,313,0.4531,0.3923,0.405032,letter,32
E,E,K,K,13,46,72,0.4508,0.5881,0.00453386,letter,32
N,N,B-,B-,10,49,293,0.4464,0.6474,3.84591e-05,letter,32
S+,S+,Y,Y,11,48,869,0.4435,0.2273,0.000222245,letter,32
G,G,W,W,11,48,156,0.4426,0.8796,0.000222245,letter,32
A+,A+,L+,L+,14,47,159,0.4422,0.2292,0.00794273,letter,32
C,C,O+,O+,8,48,171,0.4383,0.3302,3.30527e-06,letter,32
C,C,F,F,12,49,212,0.4362,0.3898,0.000469757,letter,32
C,C,S-,S-,9,47,186,0.4357,0.5207,2.4904e-05,letter,32
T-,T-,L+,L+,17,45,73,0.4334,0.2019,0.135156,letter,32
I-,I-,L-,L-,7,49,225,0.4311,0.2791,3.62458e-07,letter,32
G+,G+,X,X,17,39,17,0.4281,0.1492,0.522397,letter,32
X+,X+,L+,L+,15,45,128,0.4259,0.1833,0.0356978,letter,32
I-,I-,E-,E-,8,49,635,0.4244,0.6004,1.96465e-06,letter,32
Y,Y,B,B,13,46,54,0.4236,0.3678,0.00453386,letter,32
W,W,P,P,12,44,50,0.4215,0.4507,0.00365777,letter,32
F+,F+,E+,E+,12,40,29,0.4209,0.6933,0.016589,letter,32
G,G,I+,I+,14,41,20,0.4209,0.3339,0.0595839,letter,32
L,L,L+,L+,13,42,22,0.4159,0.3023,0.0195205,letter,32
S,S,F-,F-,11,30,20,0.4145,0.0000,0.200488,letter,32
