source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
O,O,H,H,19,50,1472,0.9079,0.9667,0.11892,letter,32
A,A,A,A,14,50,2195,0.9077,0.8201,0.00260217,letter,32
Z,Z,S+,S+,18,50,1881,0.9074,0.9864,0.0649086,letter,32
A+,A+,G,G,19,49,941,0.9074,0.6349,0.152408,letter,32
B-,B-,H,H,20,48,259,0.9073,0.9009,0.312327,letter,32
X+,X+,A+,A+,17,50,2072,0.9071,0.7664,0.0328391,letter,32
N+,N+,W,W,21,48,420,0.9071,0.8679,0.470879,letter,32
S+,S+,X,X,19,49,1826,0.9069,0.8399,0.152408,letter,32
O,O,O-,O-,20,48,358,0.9066,0.7047,0.312327,letter,32
I,I,A-,A-,15,49,1695,0.9066,1.0228,0.00939924,letter,32
X+,X+,W,W,23,48,485,0.9065,0.6187,0.885433,letter,32
O,O,B,B,17,49,1546,0.9058,1.0347,0.0443842,letter,32
S,S,W,W,19,48,312,0.9049,1.0083,0.193413,letter,32
Y,Y,H,H,21,47,66,0.9038,1.0869,0.560065,letter,32
A,A,S-,S-,18,50,1376,0.9037,0.7601,0.0649086,letter,32
Z,Z,I,I,21,49,1526,0.9035,0.9341,0.391603,letter,32
O-,O-,Z,Z,21,49,243,0.9031,0.9137,0.391603,letter,32
S,S,X,X,15,49,1482,0.9031,1.3311,0.00939924,letter,32
Z,Z,N+,N+,16,49,1847,0.9030,0.8988,0.0212941,letter,32
S-,S-,W,W,21,47,214,0.9027,0.9019,0.560065,letter,32
E-,E-,B,B,18,49,1191,0.9025,1.1628,0.0854331,letter,32
A+,A+,A+,A+,10,50,2207,0.9019,0.7974,2.38613e-05,letter,32
X+,X+,X,X,12,49,1906,0.9015,0.8060,0.000469757,letter,32
O,O,O,O,12,49,1778,0.9012,0.9028,0.000469757,letter,32
K,K,L-,L-,22,49,222,0.9010,0.3491,0.568172,letter,32
M,M,T,T,15,49,1656,0.9006,1.0525,0.00939924,letter,32
N-,N-,T,T,20,48,507,0.9006,0.7313,0.312327,letter,32
S+,S+,I,I,18,49,1400,0.8995,0.5879,0.0854331,letter,32
E+,E+,B,B,17,49,866,0.8992,0.8038,0.0443842,letter,32
E,E,O,O,16,48,248,0.8988,1.0319,0.0293049,letter,32
A,A,K,K,15,50,1155,0.8987,0.9046,0.00660045,letter,32
A+,A+,N,N,16,49,1943,0.8987,0.7933,0.0212941,letter,32
I-,I-,M,M,16,49,991,0.8986,1.1143,0.0212941,letter,32
M,M,F,F,16,49,1240,0.8986,0.8897,0.0212941,letter,32
G,G,N+,N+,18,49,799,0.8986,1.4793,0.0854331,letter,32
S-,S-,P,P,21,49,176,0.8982,0.9172,0.391603,letter,32
E+,E+,T+,T+,20,49,800,0.8973,0.6754,0.25287,letter,32
A-,A-,N-,N-,19,48,1136,0.8972,0.7251,0.193413,letter,32
B,B,E-,E-,17,49,1179,0.8955,0.9705,0.0443842,letter,32
H,H,N,N,17,49,1107,0.8951,0.8214,0.0443842,letter,32
A,A,A-,A-,16,50,2173,0.8950,0.8212,0.0153467,letter,32
T-,T-,M,M,18,49,1331,0.8948,0.7338,0.0854331,letter,32
Q,Q,O+,O+,14,49,1256,0.8944,0.7574,0.00380165,letter,32
I,I,Z,Z,21,49,1742,0.8939,1.2213,0.391603,letter,32
T+,T+,E-,E-,20,49,1156,0.8935,0.4367,0.25287,letter,32
A-,A-,T-,T-,20,49,1042,0.8934,0.7173,0.25287,letter,32
Y,Y,I,I,23,47,87,0.8933,0.7772,1,letter,32
X+,X+,E+,E+,23,49,1283,0.8932,0.6930,0.77545,letter,32
X,X,Z,Z,17,49,1925,0.8929,0.6453,0.0443842,letter,32
B-,B-,T-,T-,22,49,177,0.8925,0.7896,0.568172,letter,32
A+,A+,N-,N-,17,48,1283,0.8925,0.7641,0.0594634,letter,32
F,F,A,A,14,49,1053,0.8919,1.1761,0.00380165,letter,32
S-,S-,T,T,15,49,532,0.8916,0.9190,0.00939924,letter,32
S,S,G-,G-,19,49,422,0.8916,0.9414,0.152408,letter,32
S,S,E-,E-,19,49,1096,0.8912,1.0429,0.152408,letter,32
Z,Z,A+,A+,12,50,2089,0.8910,1.0120,0.000305864,letter,32
A-,A-,O-,O-,21,48,289,0.8904,0.5636,0.470879,letter,32
S-,S-,N+,N+,20,49,1071,0.8902,0.9732,0.25287,letter,32
T+,T+,B-,B-,22,49,270,0.8902,0.9111,0.568172,letter,32
O+,O+,F,F,22,49,330,0.8895,0.8742,0.568172,letter,32
M,M,I-,I-,20,49,966,0.8892,0.9243,0.25287,letter,32
I,I,K,K,19,48,797,0.8892,1.0282,0.193413,letter,32
A+,A+,F,F,19,49,1136,0.8890,0.6887,0.152408,letter,32
T-,T-,Z,Z,20,49,1029,0.8890,1.0779,0.25287,letter,32
N,N,I-,I-,21,49,465,0.8889,0.7811,0.391603,letter,32
C,C,S,S,23,48,359,0.8889,0.8550,0.885433,letter,32
O+,O+,T+,T+,21,49,495,0.8888,0.9158,0.391603,letter,32
E-,E-,L+,L+,20,46,124,0.8886,0.4598,0.461391,letter,32
X,X,H,H,16,49,1401,0.8881,0.6258,0.0212941,letter,32
I,I,O+,O+,22,49,853,0.8877,0.8759,0.568172,letter,32
X+,X+,P,P,17,48,414,0.8874,0.7174,0.0594634,letter,32
L-,L-,Z,Z,18,49,552,0.8873,1.9226,0.0854331,letter,32
O,O,A+,A+,13,50,2028,0.8866,0.8830,0.000936223,letter,32
B,B,L+,L+,22,47,120,0.8865,0.6432,0.770867,letter,32
H,H,O+,O+,22,49,614,0.8865,0.6810,0.568172,letter,32
Q-,Q-,B,B,10,28,15,0.8862,0.0797,0.184933,letter,32
T,T,K,K,19,49,399,0.8859,0.8933,0.152408,letter,32
X+,X+,B,B,15,49,1538,0.8855,0.7959,0.00939924,letter,32
H,H,F,F,22,48,592,0.8853,0.7005,0.665466,letter,32
O,O,X,X,11,49,1855,0.8851,0.9616,0.000141971,letter,32
S+,S+,L,L,23,49,426,0.8848,0.8924,0.77545,letter,32
N,N,M,M,11,49,1785,0.8848,0.7810,0.000141971,letter,32
A,A,X-,X-,16,49,1574,0.8847,1.1737,0.0212941,letter,32
E-,E-,W,W,19,48,381,0.8843,1.0519,0.193413,letter,32
L,L,G,G,23,49,130,0.8837,0.8747,0.77545,letter,32
L,L,X-,X-,20,49,183,0.8831,1.6984,0.25287,letter,32
B,B,T+,T+,16,49,1181,0.8826,1.0861,0.0212941,letter,32
G,G,B,B,15,49,539,0.8825,1.3752,0.00939924,letter,32
S+,S+,N-,N-,17,49,953,0.8820,0.6671,0.0443842,letter,32
F,F,S,S,17,49,742,0.8812,0.9829,0.0443842,letter,32
A,A,Q-,Q-,15,31,18,0.8810,0.1614,1,letter,32
E+,E+,I,I,17,48,817,0.8805,0.6418,0.0594634,letter,32
H,H,K,K,20,50,666,0.8804,0.8673,0.202639,letter,32
G-,G-,Z,Z,16,49,542,0.8802,0.9753,0.0212941,letter,32
N-,N-,T+,T+,19,48,757,0.8798,0.7026,0.193413,letter,32
Y,Y,A-,A-,20,47,85,0.8796,0.8897,0.381693,letter,32
A-,A-,S-,S-,18,49,1168,0.8794,0.6453,0.0854331,letter,32
A-,A-,H,H,19,49,1442,0.8789,0.7687,0.152408,letter,32
E+,E+,A,A,16,49,1240,0.8776,0.6938,0.0212941,letter,32
T+,T+,L-,L-,20,49,316,0.8769,0.3151,0.25287,letter,32
P,P,P,P,21,47,52,0.8765,0.7386,0.560065,letter,32
T-,T-,S-,S-,20,49,474,0.8748,0.8853,0.25287,letter,32
Q,Q,S,S,12,50,1897,0.8747,0.6615,0.000305864,letter,32
C,C,B,B,21,49,439,0.8747,0.9746,0.391603,letter,32
Z,Z,Z,Z,8,50,1920,0.8743,1.0705,1.16356e-06,letter,32
Q,Q,I-,I-,14,49,821,0.8740,0.7607,0.00380165,letter,32
K,K,F,F,21,49,378,0.8738,0.5755,0.391603,letter,32
T+,T+,O+,O+,20,49,885,0.8736,0.6646,0.25287,letter,32
S+,S+,Q,Q,17,50,1957,0.8731,0.7483,0.0328391,letter,32
A,A,G-,G-,15,49,748,0.8730,0.6268,0.00939924,letter,32
G,G,O-,O-,23,48,132,0.8707,1.4066,0.885433,letter,32
O-,O-,O,O,21,49,253,0.8697,0.9576,0.391603,letter,32
N-,N-,N,N,19,48,716,0.8697,0.7303,0.193413,letter,32
A,A,O+,O+,15,49,1227,0.8695,0.6853,0.00939924,letter,32
S+,S+,E+,E+,21,49,1087,0.8695,0.6581,0.391603,letter,32
A-,A-,B-,B-,22,49,457,0.8695,0.8395,0.568172,letter,32
P,P,L,L,22,47,71,0.8694,0.9274,0.770867,letter,32
S-,S-,I,I,22,49,805,0.8692,0.8977,0.568172,letter,32
S,S,Z,Z,13,50,1554,0.8688,1.3149,0.000936223,letter,32
S-,S-,S-,S-,17,49,391,0.8683,0.8585,0.0443842,letter,32
I-,I-,X-,X-,19,49,533,0.8674,1.6530,0.152408,letter,32
A+,A+,O,O,8,49,2093,0.8673,0.6804,1.96465e-06,letter,32
A-,A-,O+,O+,17,49,1124,0.8671,0.5467,0.0443842,letter,32
M,M,G+,G+,20,46,73,0.8668,1.2111,0.461391,letter,32
O-,O-,L,L,21,47,78,0.8665,1.1414,0.560065,letter,32
E+,E+,B-,B-,20,49,237,0.8662,0.7752,0.25287,letter,32
L+,L+,T+,T+,17,47,97,0.8661,1.0483,0.0789407,letter,32
T-,T-,A+,A+,16,49,1265,0.8660,0.9291,0.0212941,letter,32
A-,A-,A-,A-,11,49,1910,0.8651,0.7020,0.000141971,letter,32
N+,N+,F,F,19,49,926,0.8651,0.7585,0.152408,letter,32
O,O,E+,E+,13,49,1257,0.8651,0.8736,0.00140269,letter,32
B,B,A,A,11,49,1668,0.8650,1.0783,0.000141971,letter,32
E+,E+,S+,S+,18,49,1055,0.8648,0.7828,0.0854331,letter,32
I+,I+,A+,A+,17,40,37,0.8644,0.4595,0.429591,letter,32
B,B,G-,G-,22,48,517,0.8638,0.9406,0.665466,letter,32
G+,G+,M,M,20,42,28,0.8628,0.3245,0.877614,letter,32
H,H,T-,T-,19,49,622,0.8623,0.7124,0.152408,letter,32
N+,N+,O+,O+,20,49,1095,0.8623,0.6314,0.25287,letter,32
X-,X-,X,X,18,49,987,0.8621,0.4427,0.0854331,letter,32
M,M,W,W,18,49,685,0.8619,0.8871,0.0854331,letter,32
F,F,N-,N-,21,48,455,0.8619,1.1182,0.470879,letter,32
Z,Z,C,C,19,48,277,0.8618,0.7030,0.193413,letter,32
O-,O-,W,W,21,47,61,0.8615,0.7602,0.560065,letter,32
F+,F+,K,K,18,39,29,0.8611,2.2024,0.749259,letter,32
Z,Z,T,T,21,50,1181,0.8609,0.9067,0.322236,letter,32
H,H,H,H,13,50,549,0.8608,0.8717,0.000936223,letter,32
L+,L+,A+,A+,17,47,188,0.8601,1.3227,0.0789407,letter,32
N+,N+,L+,L+,19,47,111,0.8600,0.3702,0.24296,letter,32
O,O,L-,L-,18,49,469,0.8591,0.4728,0.0854331,letter,32
T+,T+,N,N,18,49,1437,0.8587,0.5443,0.0854331,letter,32
X,X,X+,X+,12,49,1840,0.8580,0.6276,0.000469757,letter,32
C,C,T,T,21,46,204,0.8578,1.0155,0.658738,letter,32
L-,L-,K,K,16,49,330,0.8578,1.8085,0.0212941,letter,32
E,E,E+,E+,19,48,177,0.8571,1.0214,0.193413,letter,32
Q,Q,W,W,16,49,529,0.8562,0.6048,0.0212941,letter,32
E-,E-,Q-,Q-,14,33,14,0.8560,0.8360,0.48685,letter,32
Y,Y,Q,Q,20,49,121,0.8559,0.7761,0.25287,letter,32
L+,L+,K,K,18,47,140,0.8558,1.4085,0.143865,letter,32
X,X,A,A,10,49,2010,0.8555,0.5915,3.84591e-05,letter,32
N,N,O+,O+,22,49,727,0.8554,0.7349,0.568172,letter,32
L-,L-,W,W,18,46,148,0.8552,1.4607,0.183925,letter,32
S+,S+,G+,G+,19,44,54,0.8550,0.5571,0.451381,letter,32
L-,L-,G+,G+,16,37,24,0.8550,2.8335,0.511376,letter,32
T-,T-,I,I,18,49,891,0.8542,0.7985,0.0854331,letter,32
L+,L+,T,T,21,46,100,0.8539,2.0957,0.658738,letter,32
S+,S+,G,G,20,49,713,0.8535,0.6843,0.25287,letter,32
T+,T+,G,G,24,49,505,0.8533,0.4480,1,letter,32
N-,N-,O,O,15,49,1016,0.8529,0.6855,0.00939924,letter,32
L-,L-,O+,O+,17,47,259,0.8527,1.4235,0.0789407,letter,32
L+,L+,T-,T-,21,45,87,0.8524,1.2758,0.765992,letter,32
Q,Q,Q,Q,1,50,2078,0.8523,0.7725,9.05942e-14,letter,32
N+,N+,G-,G-,20,49,609,0.8513,0.8855,0.25287,letter,32
X,X,T-,T-,17,49,978,0.8511,0.5648,0.0443842,letter,32
S+,S+,T-,T-,18,49,893,0.8511,0.8019,0.0854331,letter,32
F+,F+,A+,A+,18,42,50,0.8510,1.7904,0.440799,letter,32
C,C,I-,I-,18,47,149,0.8509,0.6559,0.143865,letter,32
G+,G+,A,A,16,42,34,0.8505,0.2466,0.164149,letter,32
O,O,O+,O+,19,49,1024,0.8501,0.7371,0.152408,letter,32
G-,G-,A,A,11,49,805,0.8495,0.9488,0.000141971,letter,32
X,X,F,F,14,49,945,0.8493,0.5056,0.00380165,letter,32
C,C,N-,N-,22,47,284,0.8490,1.0518,0.770867,letter,32
L-,L-,O,O,15,49,644,0.8488,1.6604,0.00939924,letter,32
A,A,F,F,15,49,1135,0.8487,0.6480,0.00939924,letter,32
S,S,B,B,13,49,1088,0.8485,1.2042,0.00140269,letter,32
T,T,I,I,21,49,656,0.8480,0.8667,0.391603,letter,32
T-,T-,N,N,19,49,796,0.8479,0.8423,0.152408,letter,32
S+,S+,K,K,18,49,858,0.8479,0.7815,0.0854331,letter,32
T+,T+,F,F,20,49,696,0.8477,0.3495,0.25287,letter,32
G,G,I,I,18,49,689,0.8477,1.2679,0.0854331,letter,32
W,W,I,I,21,48,345,0.8476,0.7177,0.470879,letter,32
Y,Y,X-,X-,20,45,39,0.8476,0.9438,0.551484,letter,32
N+,N+,P,P,19,48,356,0.8460,0.8550,0.193413,letter,32
Q,Q,C,C,18,49,458,0.8456,0.4983,0.0854331,letter,32
K,K,I-,I-,21,49,255,0.8453,0.4723,0.391603,letter,32
B,B,O+,O+,17,49,790,0.8445,0.9175,0.0443842,letter,32
T,T,H,H,20,49,517,0.8443,1.0886,0.25287,letter,32
N-,N-,A,A,11,49,1206,0.8442,0.7161,0.000141971,letter,32
P,P,A,A,15,49,417,0.8439,0.9720,0.00939924,letter,32
E+,E+,O,O,16,49,1102,0.8439,0.6561,0.0212941,letter,32
X,X,C,C,23,48,408,0.8438,0.5528,0.885433,letter,32
S+,S+,X+,X+,12,49,1825,0.8429,0.7488,0.000469757,letter,32
N,N,H,H,15,49,1042,0.8428,0.8759,0.00939924,letter,32
C,C,I,I,19,48,366,0.8419,0.8523,0.193413,letter,32
G,G,X-,X-,16,49,500,0.8406,1.7571,0.0212941,letter,32
A-,A-,E,E,20,48,195,0.8403,0.6957,0.312327,letter,32
O-,O-,B,B,22,48,213,0.8399,0.9538,0.665466,letter,32
W,W,O,O,18,49,481,0.8390,0.9455,0.0854331,letter,32
G+,G+,Z,Z,19,42,24,0.8388,0.1745,0.643969,letter,32
S-,S-,N-,N-,19,48,501,0.8385,0.9470,0.193413,letter,32
Z,Z,L+,L+,22,47,126,0.8382,0.8793,0.770867,letter,32
L-,L-,N-,N-,16,46,260,0.8376,1.4513,0.054076,letter,32
X,X,F-,F-,14,30,24,0.8376,0.1430,0.855536,letter,32
H,H,Z,Z,14,49,1369,0.8368,0.9683,0.00380165,letter,32
Q-,Q-,X,X,12,25,11,0.8358,0.0000,1,letter,32
I,I,E,E,21,47,119,0.8352,0.6587,0.560065,letter,32
I,I,B,B,16,49,1312,0.8343,1.0454,0.0212941,letter,32
X+,X+,B-,B-,21,49,473,0.8343,0.8187,0.391603,letter,32
L-,L-,E-,E-,16,49,498,0.8341,1.3653,0.0212941,letter,32
L+,L+,F,F,19,43,59,0.8340,1.2843,0.542384,letter,32
A,A,O-,O-,14,48,384,0.8334,0.5999,0.0055152,letter,32
W,W,S,S,20,48,363,0.8331,0.8872,0.312327,letter,32
K,K,B-,B-,21,49,235,0.8322,0.8363,0.391603,letter,32
E-,E-,S+,S+,12,49,1443,0.8317,0.8919,0.000469757,letter,32
O+,O+,Z,Z,18,49,701,0.8309,1.1276,0.0854331,letter,32
L+,L+,S-,S-,20,47,83,0.8293,1.0910,0.381693,letter,32
B-,B-,P,P,21,46,95,0.8290,0.9726,0.658738,letter,32
O+,O+,N,N,16,49,526,0.8290,0.8226,0.0212941,letter,32
N+,N+,L,L,21,49,501,0.8289,1.1327,0.391603,letter,32
Q,Q,L+,L+,21,47,161,0.8288,0.5430,0.560065,letter,32
X+,X+,I,I,12,49,1732,0.8283,0.6096,0.000469757,letter,32
S+,S+,O+,O+,18,49,927,0.8281,0.6085,0.0854331,letter,32
X-,X-,M,M,16,49,1241,0.8272,0.3445,0.0212941,letter,32
E+,E+,M,M,17,49,1278,0.8267,0.5820,0.0443842,letter,32
O+,O+,A-,A-,16,49,731,0.8265,0.8828,0.0212941,letter,32
I-,I-,N,N,16,49,624,0.8264,1.2055,0.0212941,letter,32
A+,A+,E,E,19,48,246,0.8261,0.3474,0.193413,letter,32
Z,Z,K,K,16,49,880,0.8257,1.0305,0.0212941,letter,32
E+,E+,I-,I-,20,47,300,0.8257,0.6629,0.381693,letter,32
I,I,H,H,18,49,906,0.8247,1.0114,0.0854331,letter,32
A,A,B-,B-,15,50,570,0.8228,0.8315,0.00660045,letter,32
G,G,L,L,18,49,192,0.8228,1.3968,0.0854331,letter,32
E+,E+,A-,A-,14,49,1105,0.8212,0.7420,0.00380165,letter,32
K,K,E+,E+,19,49,419,0.8206,0.5257,0.152408,letter,32
Y,Y,N+,N+,16,49,102,0.8202,0.6980,0.0212941,letter,32
G,G,N,N,12,49,587,0.8201,1.3571,0.000469757,letter,32
W,W,E-,E-,20,48,355,0.8197,0.8377,0.312327,letter,32
L,L,X+,X+,18,49,312,0.8189,0.9803,0.0854331,letter,32
G-,G-,G,G,19,49,177,0.8181,0.8328,0.152408,letter,32
W,W,X-,X-,16,47,282,0.8172,0.9986,0.0399861,letter,32
L,L,C,C,23,47,65,0.8171,0.7576,1,letter,32
I,I,N-,N-,20,49,848,0.8166,0.9181,0.25287,letter,32
B+,B+,X,X,18,41,50,0.8161,1.6612,0.532709,letter,32
H,H,X-,X-,16,49,857,0.8150,1.0696,0.0212941,letter,32
G-,G-,B-,B-,20,49,164,0.8145,1.2005,0.25287,letter,32
O,O,W,W,19,49,522,0.8141,0.7607,0.152408,letter,32
G+,G+,A+,A+,19,42,34,0.8131,0.3388,0.643969,letter,32
Y,Y,Z,Z,22,49,106,0.8131,0.9503,0.568172,letter,32
O+,O+,P,P,22,49,132,0.8127,0.9178,0.568172,letter,32
Y,Y,T-,T-,22,48,50,0.8120,0.6837,0.665466,letter,32
B-,B-,A,A,13,49,525,0.8109,0.9108,0.00140269,letter,32
T-,T-,G,G,15,49,325,0.8109,0.7390,0.00939924,letter,32
T-,T-,X-,X-,16,48,603,0.8108,1.0367,0.0293049,letter,32
G,G,H,H,18,49,582,0.8101,1.5093,0.0854331,letter,32
G-,G-,T,T,20,48,253,0.8098,1.0613,0.312327,letter,32
A-,A-,B,B,18,49,1542,0.8098,0.7301,0.0854331,letter,32
B,B,P,P,14,49,349,0.8096,0.8735,0.00380165,letter,32
Q,Q,S-,S-,7,50,1305,0.8096,0.6293,2.09868e-07,letter,32
X,X,O+,O+,19,49,999,0.8094,0.5463,0.152408,letter,32
K,K,S,S,19,49,694,0.8091,0.5364,0.152408,letter,32
B-,B-,E,E,18,47,49,0.8088,0.7070,0.143865,letter,32
G,G,I-,I-,19,49,284,0.8082,1.0084,0.152408,letter,32
N+,N+,N,N,14,49,1758,0.8080,0.7767,0.00380165,letter,32
S-,S-,I-,I-,18,48,302,0.8072,0.7834,0.111403,letter,32
I+,I+,A-,A-,16,40,28,0.8068,0.2571,0.268187,letter,32
I,I,X-,X-,12,48,1116,0.8052,1.2201,0.00071727,letter,32
M,M,B-,B-,17,49,627,0.8051,1.1179,0.0443842,letter,32
E+,E+,G,G,21,49,316,0.8048,0.7399,0.391603,letter,32
S-,S-,N,N,17,48,794,0.8047,1.0234,0.0594634,letter,32
B+,B+,X+,X+,20,41,47,0.8044,1.2245,1,letter,32
A+,A+,W-,W-,19,41,25,0.8032,0.8456,0.755229,letter,32
N-,N-,M,M,11,48,1234,0.8025,0.5836,0.000222245,letter,32
Q,Q,K,K,16,50,1119,0.8018,0.8442,0.0153467,letter,32
Q-,Q-,A,A,14,28,10,0.8017,0.0000,1,letter,32
E,E,N-,N-,19,45,140,0.8014,1.1239,0.371298,letter,32
X+,X+,X+,X+,5,49,1855,0.8009,0.6769,7.59716e-09,letter,32
N,N,T-,T-,16,49,728,0.7999,0.7431,0.0212941,letter,32
G,G,G-,G-,20,49,205,0.7996,0.9748,0.25287,letter,32
S+,S+,S-,S-,17,50,958,0.7993,0.6190,0.0328391,letter,32
A-,A-,P,P,19,49,373,0.7992,0.6328,0.152408,letter,32
B+,B+,Q,Q,19,42,52,0.7991,1.2776,0.643969,letter,32
F+,F+,N+,N+,14,41,49,0.7986,0.9400,0.0595839,letter,32
E-,E-,X-,X-,17,49,1042,0.7981,1.2439,0.0443842,letter,32
K,K,X-,X-,14,49,527,0.7981,0.7752,0.00380165,letter,32
E-,E-,Z,Z,17,49,1444,0.7976,1.0780,0.0443842,letter,32
X,X,L,L,20,49,481,0.7975,0.6673,0.25287,letter,32
O,O,G,G,16,49,758,0.7971,0.6633,0.0212941,letter,32
N,N,N,N,19,49,1144,0.7970,0.7417,0.152408,letter,32
A,A,I,I,10,49,1863,0.7969,0.6781,3.84591e-05,letter,32
T,T,F,F,21,49,287,0.7963,0.6588,0.391603,letter,32
F,F,P,P,20,48,177,0.7956,0.9798,0.312327,letter,32
X,X,X,X,3,49,1752,0.7955,0.6422,6.98108e-11,letter,32
O+,O+,O,O,14,49,730,0.7952,0.9327,0.00380165,letter,32
F,F,Z,Z,15,49,823,0.7940,1.1503,0.00939924,letter,32
T+,T+,P,P,19,48,282,0.7927,0.3190,0.193413,letter,32
S-,S-,T-,T-,20,49,425,0.7924,0.7922,0.25287,letter,32
S,S,O+,O+,18,49,703,0.7922,0.9020,0.0854331,letter,32
E-,E-,B-,B-,15,49,429,0.7915,1.1896,0.00939924,letter,32
B,B,T,T,13,49,964,0.7913,0.9402,0.00140269,letter,32
T,T,S+,S+,16,50,874,0.7910,0.8156,0.0153467,letter,32
E,E,X+,X+,17,47,233,0.7900,0.9637,0.0789407,letter,32
F-,F-,A+,A+,16,37,44,0.7890,1.2266,0.511376,letter,32
N+,N+,I+,I+,21,44,60,0.7887,0.5617,0.880396,letter,32
F,F,I+,I+,17,36,17,0.7885,0.7957,0.867939,letter,32
A-,A-,T,T,12,49,1436,0.7884,0.6616,0.000469757,letter,32
W,W,W,W,13,48,65,0.7877,0.7756,0.00208811,letter,32
P,P,X-,X-,21,48,184,0.7877,1.2128,0.470879,letter,32
O-,O-,O-,O-,15,48,41,0.7873,0.6035,0.0132833,letter,32
O+,O+,B,B,16,49,502,0.7869,0.9882,0.0212941,letter,32
B+,B+,N+,N+,17,42,40,0.7864,1.1279,0.279956,letter,32
E+,E+,X,X,14,49,1085,0.7860,0.7725,0.00380165,letter,32
A-,A-,I,I,13,49,1645,0.7858,0.6203,0.00140269,letter,32
N+,N+,E,E,20,48,177,0.7857,0.4720,0.312327,letter,32
T,T,G,G,23,49,231,0.7843,0.7894,0.77545,letter,32
S,S,L,L,17,49,382,0.7831,1.2273,0.0443842,letter,32
I,I,P,P,18,49,267,0.7830,0.7975,0.0854331,letter,32
T,T,T-,T-,17,48,370,0.7826,0.8187,0.0594634,letter,32
P,P,G-,G-,20,47,51,0.7819,0.6506,0.381693,letter,32
O-,O-,I-,I-,20,45,68,0.7813,0.8057,0.551484,letter,32
S,S,L+,L+,20,47,135,0.7811,0.6391,0.381693,letter,32
X-,X-,E-,E-,17,49,625,0.7809,0.3152,0.0443842,letter,32
A,A,T,T,16,50,1573,0.7799,0.7442,0.0153467,letter,32
I,I,I,I,12,49,1081,0.7797,0.8343,0.000469757,letter,32
N-,N-,N+,N+,17,48,935,0.7795,0.6435,0.0594634,letter,32
I,I,B-,B-,15,49,326,0.7795,0.9391,0.00939924,letter,32
G+,G+,X+,X+,19,41,19,0.7789,0.1635,0.755229,letter,32
S-,S-,O,O,17,49,1071,0.7786,0.8710,0.0443842,letter,32
E,E,S+,S+,16,48,235,0.7783,0.9858,0.0293049,letter,32
G-,G-,K,K,14,49,256,0.7782,0.7877,0.00380165,letter,32
L+,L+,B,B,17,47,126,0.7775,1.2579,0.0789407,letter,32
B-,B-,G,G,15,49,187,0.7774,0.6863,0.00939924,letter,32
H,H,N-,N-,18,48,624,0.7774,0.7653,0.111403,letter,32
A-,A-,G,G,17,49,720,0.7772,0.5374,0.0443842,letter,32
N+,N+,T-,T-,10,49,1017,0.7771,0.7027,3.84591e-05,letter,32
N+,N+,O-,O-,14,47,290,0.7765,0.4779,0.00794273,letter,32
B+,B+,Z,Z,17,45,52,0.7754,0.7592,0.135156,letter,32
F,F,B-,B-,22,49,274,0.7752,1.3693,0.568172,letter,32
B+,B+,E-,E-,19,40,21,0.7744,0.6211,0.874629,letter,32
Q,Q,E-,E-,7,49,1673,0.7733,0.5709,3.62458e-07,letter,32
F-,F-,X-,X-,8,27,28,0.7722,0.5758,0.052239,letter,32
A+,A+,C,C,14,48,484,0.7718,0.6018,0.0055152,letter,32
A-,A-,F,F,14,49,980,0.7716,0.5717,0.00380165,letter,32
I,I,O-,O-,18,47,171,0.7712,0.6349,0.143865,letter,32
T-,T-,B,B,15,49,709,0.7697,0.9392,0.00939924,letter,32
N+,N+,C,C,14,49,340,0.7696,0.5428,0.00380165,letter,32
W-,W-,B,B,17,36,15,0.7695,0.5524,0.867939,letter,32
K,K,N,N,17,48,602,0.7691,0.6504,0.0594634,letter,32
K,K,O-,O-,16,48,107,0.7681,0.4772,0.0293049,letter,32
S,S,S,S,6,49,1181,0.7669,0.8471,5.72777e-08,letter,32
Y,Y,X+,X+,22,48,95,0.7663,0.7058,0.665466,letter,32
A-,A-,I-,I-,20,49,742,0.7662,0.5835,0.25287,letter,32
K,K,E-,E-,13,49,582,0.7655,0.4626,0.00140269,letter,32
F,F,I-,I-,16,49,345,0.7654,0.8439,0.0212941,letter,32
A,A,Y,Y,17,48,1213,0.7647,0.5300,0.0594634,letter,32
H,H,E,E,19,47,93,0.7646,0.4527,0.24296,letter,32
I,I,C,C,20,48,253,0.7637,0.6786,0.312327,letter,32
F,F,O,O,8,49,952,0.7635,0.8890,1.96465e-06,letter,32
O,O,Z,Z,16,49,1934,0.7627,0.8687,0.0212941,letter,32
T,T,A-,A-,14,49,913,0.7622,0.8481,0.00380165,letter,32
K,K,C,C,18,47,147,0.7621,0.5650,0.143865,letter,32
X+,X+,I-,I-,13,49,761,0.7616,0.5960,0.00140269,letter,32
Q-,Q-,E-,E-,8,28,15,0.7611,0.0514,0.0356981,letter,32
P,P,E-,E-,22,49,229,0.7607,0.8860,0.568172,letter,32
E+,E+,E,E,18,48,102,0.7599,0.3841,0.111403,letter,32
P,P,S,S,15,49,237,0.7597,0.6081,0.00939924,letter,32
N+,N+,T,T,12,49,1366,0.7590,0.8076,0.000469757,letter,32
X,X,E+,E+,10,49,1222,0.7588,0.5170,3.84591e-05,letter,32
Y,Y,C,C,19,44,15,0.7565,0.6880,0.451381,letter,32
