source,source_label,target,target_label,up,n,n_prompts,spec,obs_over_exp,p,grain,perm
O+,O+,E-,E-,27,49,724,1.0357,1.0557,0.568172,letter,32
S-,S-,A+,A+,29,49,1197,1.0345,1.0903,0.25287,letter,32
O,O,T,T,25,49,1379,1.0343,0.8871,1,letter,32
A+,A+,W,W,25,48,375,1.0342,1.0043,0.885433,letter,32
F,F,X+,X+,27,49,865,1.0339,1.3222,0.568172,letter,32
Q,Q,N+,N+,27,50,1976,1.0336,0.8651,0.671811,letter,32
S,S,K,K,26,49,783,1.0334,1.2948,0.77545,letter,32
H,H,T,T,26,49,499,1.0330,0.9829,0.77545,letter,32
T,T,L,L,25,48,318,1.0329,1.0661,0.885433,letter,32
O+,O+,N,N,26,49,1020,1.0328,0.8533,0.77545,letter,32
F+,F+,X+,X+,20,40,38,1.0323,1.6519,1,letter,32
S,S,F,F,27,49,662,1.0316,0.8255,0.568172,letter,32
L-,L-,S+,S+,27,49,575,1.0315,2.3136,0.568172,letter,32
G-,G-,T-,T-,27,49,226,1.0314,1.1206,0.568172,letter,32
Y,Y,M,M,27,48,1485,1.0314,0.9779,0.470879,letter,32
X,X,A-,A-,26,49,1889,1.0297,0.6586,0.77545,letter,32
A,A,E-,E-,28,50,1641,1.0291,0.8155,0.479888,letter,32
Y,Y,H,H,26,48,258,1.0289,0.8215,0.665466,letter,32
L,L,G-,G-,23,45,29,1.0287,0.8118,1,letter,32
B,B,K,K,28,49,685,1.0281,1.2306,0.391603,letter,32
T+,T+,T,T,25,49,1548,1.0278,0.5183,1,letter,32
X-,X-,A,A,27,49,1126,1.0271,0.4492,0.568172,letter,32
F,F,E-,E-,26,48,613,1.0261,1.2003,0.665466,letter,32
S,S,W,W,26,48,196,1.0255,1.1205,0.665466,letter,32
N,N,B,B,28,49,1281,1.0249,1.3136,0.391603,letter,32
A-,A-,Y,Y,26,49,1472,1.0249,0.7142,0.77545,letter,32
F,F,K,K,25,49,477,1.0236,1.3219,1,letter,32
S-,S-,G-,G-,24,48,245,1.0230,0.7325,1,letter,32
X,X,N+,N+,27,50,1704,1.0229,0.5459,0.671811,letter,32
X,X,I,I,26,49,1108,1.0224,0.5021,0.77545,letter,32
W,W,N-,N-,25,47,52,1.0218,0.8861,0.770867,letter,32
N,N,Z,Z,29,49,2096,1.0215,0.9942,0.25287,letter,32
E-,E-,E,E,26,49,221,1.0215,1.0245,0.77545,letter,32
Q,Q,M,M,30,49,2253,1.0212,0.8307,0.152408,letter,32
F,F,I,I,26,49,455,1.0210,1.0083,0.77545,letter,32
G,G,X,X,25,49,743,1.0209,1.7121,1,letter,32
X,X,X-,X-,30,49,1145,1.0208,1.0226,0.152408,letter,32
S-,S-,N+,N+,26,49,789,1.0204,0.9841,0.77545,letter,32
O-,O-,A,A,25,48,327,1.0195,0.8646,0.885433,letter,32
A,A,G,G,25,49,956,1.0194,0.7301,1,letter,32
M,M,A,A,29,50,2492,1.0193,1.1099,0.322236,letter,32
S,S,M,M,27,49,2054,1.0191,1.0630,0.568172,letter,32
X-,X-,N,N,25,48,653,1.0190,0.3767,0.885433,letter,32
T+,T+,I-,I-,25,49,318,1.0182,0.5859,1,letter,32
O+,O+,Z,Z,25,49,1439,1.0180,1.2402,1,letter,32
Q,Q,T+,T+,26,49,1840,1.0176,0.9906,0.77545,letter,32
T+,T+,M,M,25,49,1922,1.0175,0.4088,1,letter,32
L+,L+,M,M,25,47,167,1.0173,1.3394,0.770867,letter,32
T+,T+,N,N,25,49,1524,1.0173,0.4469,1,letter,32
Z,Z,X-,X-,25,49,1528,1.0173,1.3575,1,letter,32
N,N,K,K,25,49,794,1.0170,1.1471,1,letter,32
T,T,K,K,26,49,801,1.0169,1.0734,0.77545,letter,32
X+,X+,N-,N-,25,48,722,1.0169,0.8239,0.885433,letter,32
M,M,N-,N-,28,49,1127,1.0168,1.0411,0.391603,letter,32
X,X,G-,G-,25,49,451,1.0164,0.4750,1,letter,32
N,N,T,T,25,49,1559,1.0161,0.9822,1,letter,32
C,C,A-,A-,26,49,666,1.0159,0.9878,0.77545,letter,32
F-,F-,N+,N+,14,28,33,1.0157,1.4339,1,letter,32
M,M,E+,E+,27,49,1719,1.0149,1.0885,0.568172,letter,32
T,T,O+,O+,25,49,1082,1.0143,0.7715,1,letter,32
S+,S+,B-,B-,25,49,313,1.0137,0.6434,1,letter,32
O,O,N-,N-,25,49,585,1.0136,0.9595,1,letter,32
H,H,W-,W-,21,41,12,1.0136,1.1974,1,letter,32
A-,A-,X,X,27,49,1929,1.0135,0.8580,0.568172,letter,32
M,M,G+,G+,24,46,90,1.0130,1.1046,0.882996,letter,32
T,T,A+,A+,27,50,2040,1.0128,0.9991,0.671811,letter,32
B-,B-,A-,A-,25,49,370,1.0128,0.9509,1,letter,32
N,N,X+,X+,26,49,1774,1.0126,1.3078,0.77545,letter,32
E-,E-,N,N,28,49,1010,1.0120,0.9222,0.391603,letter,32
N,N,S+,S+,26,49,1850,1.0118,0.9869,0.77545,letter,32
A+,A+,I,I,26,50,1553,1.0117,0.9218,0.887725,letter,32
K,K,A,A,26,49,1142,1.0114,0.7255,0.77545,letter,32
K,K,M,M,25,50,1166,1.0113,0.6128,1,letter,32
N+,N+,P,P,25,48,202,1.0113,0.8439,0.885433,letter,32
A-,A-,A+,A+,25,49,2228,1.0112,0.8005,1,letter,32
Y,Y,G,G,24,48,249,1.0111,0.7700,1,letter,32
G-,G-,T+,T+,24,48,439,1.0110,0.9771,1,letter,32
E+,E+,Z,Z,25,49,1407,1.0106,0.8739,1,letter,32
Z,Z,G,G,25,49,921,1.0103,0.8632,1,letter,32
T,T,A-,A-,25,49,1880,1.0101,1.0102,1,letter,32
I,I,E+,E+,25,48,694,1.0098,1.0462,0.885433,letter,32
K,K,N+,N+,25,50,705,1.0087,0.6632,1,letter,32
O,O,Z,Z,25,49,1859,1.0086,0.9684,1,letter,32
X+,X+,T-,T-,25,49,1107,1.0084,0.6725,1,letter,32
L,L,Q,Q,24,48,255,1.0082,1.2228,1,letter,32
N-,N-,B-,B-,23,46,112,1.0073,0.8132,1,letter,32
Z,Z,O-,O-,25,48,443,1.0070,1.1410,0.885433,letter,32
L-,L-,G+,G+,19,37,24,1.0063,2.2427,1,letter,32
S+,S+,N+,N+,25,49,1686,1.0056,0.5827,1,letter,32
Z,Z,S+,S+,25,50,2283,1.0054,1.1486,1,letter,32
N+,N+,G-,G-,25,49,440,1.0048,0.7523,1,letter,32
H,H,T-,T-,26,49,337,1.0046,1.0039,0.77545,letter,32
N+,N+,X+,X+,25,50,1798,1.0044,0.9062,1,letter,32
S+,S+,T+,T+,26,49,1503,1.0042,0.6615,0.77545,letter,32
E-,E-,A+,A+,25,49,1481,1.0040,1.0013,1,letter,32
L,L,M,M,24,48,347,1.0032,0.8917,1,letter,32
Y,Y,S+,S+,24,48,1236,1.0029,0.9365,1,letter,32
F,F,X-,X-,25,49,533,1.0023,1.6519,1,letter,32
H,H,X,X,25,49,660,1.0021,1.2326,1,letter,32
Q,Q,N,N,27,49,1946,1.0021,0.7977,0.568172,letter,32
I,I,M,M,25,49,1553,1.0019,0.8956,1,letter,32
W,W,G-,G-,22,43,37,1.0014,0.7511,1,letter,32
A,A,X+,X+,26,50,2245,1.0014,0.8595,0.887725,letter,32
S-,S-,A-,A-,25,49,961,1.0014,0.9659,1,letter,32
S+,S+,M,M,25,49,2184,1.0006,0.5956,1,letter,32
B+,B+,A,A,22,43,64,1.0005,1.4991,1,letter,32
M,M,I,I,25,49,1603,1.0004,0.9317,1,letter,32
X,X,T+,T+,25,49,1557,1.0003,0.6819,1,letter,32
T+,T+,A+,A+,24,49,1939,0.9998,0.5435,1,letter,32
X-,X-,A-,A-,24,48,814,0.9997,0.5364,1,letter,32
Q,Q,H,H,24,49,905,0.9996,0.7478,1,letter,32
G-,G-,A+,A+,24,49,716,0.9992,0.9555,1,letter,32
P,P,A+,A+,24,49,371,0.9981,0.9822,1,letter,32
M,M,Z,Z,24,50,2492,0.9969,1.1225,0.887725,letter,32
O-,O-,B,B,23,47,180,0.9964,0.8133,1,letter,32
K,K,X,X,23,49,845,0.9961,0.6330,0.77545,letter,32
A-,A-,X-,X-,23,48,1265,0.9952,1.0452,0.885433,letter,32
N-,N-,K,K,24,48,254,0.9946,0.8508,1,letter,32
T-,T-,N-,N-,24,49,303,0.9946,0.8489,1,letter,32
A-,A-,S,S,24,49,1794,0.9944,0.7161,1,letter,32
I,I,N-,N-,23,49,320,0.9943,1.0640,0.77545,letter,32
B,B,T-,T-,24,49,681,0.9937,0.9799,1,letter,32
S+,S+,A,A,22,49,2181,0.9931,0.6722,0.568172,letter,32
K,K,N,N,25,50,667,0.9930,0.5876,1,letter,32
G,G,S,S,22,49,625,0.9929,1.2703,0.568172,letter,32
G,G,A-,A-,24,49,749,0.9927,1.5597,1,letter,32
N+,N+,O,O,24,49,1535,0.9922,0.7977,1,letter,32
T-,T-,K,K,23,49,453,0.9919,1.0134,0.77545,letter,32
S,S,I,I,24,50,964,0.9914,1.0362,0.887725,letter,32
S,S,X,X,23,50,1552,0.9914,1.3720,0.671811,letter,32
M,M,T-,T-,23,49,1465,0.9907,1.0031,0.77545,letter,32
E-,E-,A,A,24,49,1473,0.9907,1.0430,1,letter,32
M,M,H,H,25,50,1038,0.9906,1.0144,1,letter,32
T+,T+,O+,O+,23,49,912,0.9905,0.4320,0.77545,letter,32
N,N,S-,S-,24,48,798,0.9904,0.8292,1,letter,32
A,A,W-,W-,22,44,36,0.9903,0.6008,1,letter,32
A,A,T,T,24,50,2101,0.9902,0.8592,0.887725,letter,32
T,T,M,M,23,50,2080,0.9901,0.8237,0.671811,letter,32
E,E,E,E,23,46,29,0.9898,0.7845,1,letter,32
T+,T+,Q,Q,23,49,1798,0.9896,0.4943,0.77545,letter,32
G-,G-,C,C,22,46,105,0.9895,1.1243,0.882996,letter,32
E-,E-,B-,B-,23,49,328,0.9892,0.9458,0.77545,letter,32
O+,O+,I,I,23,49,585,0.9880,0.9268,0.77545,letter,32
F,F,Z,Z,23,49,1021,0.9878,1.1662,0.77545,letter,32
N+,N+,A,A,23,50,2248,0.9874,0.9004,0.671811,letter,32
L,L,E-,E-,23,48,131,0.9873,0.9683,0.885433,letter,32
S,S,E,E,21,49,357,0.9873,1.3763,0.391603,letter,32
Q,Q,I,I,24,50,1424,0.9871,0.7547,0.887725,letter,32
S+,S+,X-,X-,24,49,1048,0.9863,0.9057,1,letter,32
F+,F+,A,A,20,43,58,0.9862,1.9913,0.760792,letter,32
N+,N+,A+,A+,24,50,2184,0.9862,0.9358,0.887725,letter,32
S-,S-,Q,Q,23,49,1052,0.9861,0.9699,0.77545,letter,32
E+,E+,A,A,24,50,1473,0.9857,0.9285,0.887725,letter,32
M,M,A-,A-,22,49,2314,0.9856,1.1315,0.568172,letter,32
N,N,E-,E-,23,49,1114,0.9852,0.9535,0.77545,letter,32
L,L,X,X,23,47,216,0.9851,1.2259,1,letter,32
B,B,B,B,21,49,1011,0.9847,1.2232,0.391603,letter,32
K,K,O,O,24,48,649,0.9845,0.6807,1,letter,32
B,B,F,F,24,49,678,0.9845,0.8443,1,letter,32
M,M,T+,T+,21,49,1966,0.9835,1.1657,0.391603,letter,32
M,M,S,S,23,49,2208,0.9834,1.0354,0.77545,letter,32
O+,O+,A,A,23,49,1519,0.9834,1.1796,0.77545,letter,32
E+,E+,A-,A-,24,49,1199,0.9833,0.8049,1,letter,32
M,M,N,N,23,50,2172,0.9826,1.0205,0.671811,letter,32
K,K,X-,X-,22,49,465,0.9825,0.8070,0.568172,letter,32
S+,S+,B,B,24,49,1331,0.9824,0.8367,1,letter,32
T,T,S+,S+,23,49,1839,0.9821,1.0331,0.77545,letter,32
B,B,O,O,23,49,1175,0.9820,1.0230,0.77545,letter,32
B-,B-,S-,S-,24,49,183,0.9819,0.8876,1,letter,32
I-,I-,A,A,23,49,706,0.9814,1.4326,0.77545,letter,32
S+,S+,A-,A-,22,49,1855,0.9814,0.6011,0.568172,letter,32
M,M,T,T,23,50,2118,0.9813,1.0445,0.671811,letter,32
O,O,B-,B-,24,49,309,0.9807,0.9556,1,letter,32
A-,A-,E,E,22,49,350,0.9804,0.8768,0.568172,letter,32
B,B,E,E,24,49,228,0.9800,1.2214,1,letter,32
X+,X+,S+,S+,24,50,1966,0.9799,0.8985,0.887725,letter,32
G,G,S+,S+,23,49,764,0.9793,1.5329,0.77545,letter,32
B,B,A+,A+,24,49,1667,0.9791,1.0939,1,letter,32
T+,T+,G,G,24,49,494,0.9788,0.4089,1,letter,32
Z,Z,T,T,24,50,2040,0.9786,1.0412,0.887725,letter,32
X+,X+,E+,E+,22,49,1356,0.9785,0.6554,0.568172,letter,32
S-,S-,O+,O+,24,49,424,0.9784,1.0180,1,letter,32
N+,N+,Q,Q,22,50,2017,0.9783,0.8716,0.479888,letter,32
L-,L-,I-,I-,24,49,171,0.9783,1.7441,1,letter,32
T-,T-,S,S,23,49,861,0.9781,0.8644,0.77545,letter,32
Q,Q,P,P,23,49,445,0.9780,0.7280,0.77545,letter,32
A,A,O,O,21,49,2092,0.9778,0.7618,0.391603,letter,32
A,A,K,K,23,49,1338,0.9773,0.9001,0.77545,letter,32
K,K,G,G,23,49,231,0.9771,0.5972,0.77545,letter,32
H,H,A-,A-,22,49,664,0.9769,1.1309,0.568172,letter,32
L+,L+,K,K,21,46,89,0.9766,1.5146,0.658738,letter,32
T+,T+,O,O,24,49,1391,0.9764,0.4526,1,letter,32
X,X,L-,L-,23,49,396,0.9764,0.2834,0.77545,letter,32
N,N,A-,A-,23,49,1874,0.9760,1.1118,0.77545,letter,32
A,A,M,M,18,50,2502,0.9754,0.7274,0.0649086,letter,32
S,S,Q,Q,20,50,1757,0.9748,1.2009,0.202639,letter,32
S+,S+,S,S,23,49,1556,0.9748,0.6221,0.77545,letter,32
N+,N+,O-,O-,20,47,261,0.9747,0.6889,0.381693,letter,32
X-,X-,T-,T-,24,49,364,0.9745,0.4293,1,letter,32
N-,N-,S-,S-,23,48,227,0.9740,0.6233,0.885433,letter,32
T,T,S,S,23,49,1606,0.9733,0.8657,0.77545,letter,32
T,T,E-,E-,22,50,1118,0.9733,0.7647,0.479888,letter,32
A+,A+,Z,Z,21,50,2446,0.9721,1.0030,0.322236,letter,32
B,B,Q,Q,24,49,1533,0.9721,1.0504,1,letter,32
I-,I-,X,X,24,49,514,0.9719,1.7911,1,letter,32
N+,N+,X,X,23,50,1785,0.9718,0.9796,0.671811,letter,32
B,B,I,I,24,49,773,0.9715,0.9151,1,letter,32
A,A,S-,S-,19,49,1372,0.9715,0.6518,0.152408,letter,32
O+,O+,K,K,23,49,451,0.9714,1.1153,0.77545,letter,32
S+,S+,Y,Y,22,48,1208,0.9708,0.5850,0.665466,letter,32
G,G,T-,T-,24,49,401,0.9707,1.4732,1,letter,32
A,A,Q,Q,18,50,2304,0.9707,0.8567,0.0649086,letter,32
F,F,G-,G-,23,47,283,0.9701,0.9349,1,letter,32
X+,X+,T+,T+,22,49,1641,0.9700,0.8401,0.568172,letter,32
S-,S-,X,X,23,49,898,0.9697,0.9801,0.77545,letter,32
A-,A-,A,A,19,49,2267,0.9695,0.7704,0.152408,letter,32
N,N,M,M,20,49,2140,0.9695,0.8664,0.25287,letter,32
T+,T+,H,H,24,48,477,0.9695,0.5360,1,letter,32
A-,A-,T,T,23,49,1793,0.9688,0.6674,0.77545,letter,32
T-,T-,G+,G+,20,40,27,0.9678,0.7568,1,letter,32
M,M,F,F,20,49,1235,0.9675,0.8285,0.25287,letter,32
B,B,W,W,24,48,215,0.9674,0.9119,1,letter,32
N+,N+,F,F,24,49,737,0.9673,0.7422,1,letter,32
Q,Q,O,O,22,49,1929,0.9672,0.9046,0.568172,letter,32
T,T,T,T,23,49,1513,0.9671,0.8221,0.77545,letter,32
Q,Q,T-,T-,23,49,1323,0.9669,0.8177,0.77545,letter,32
P,P,N-,N-,21,45,63,0.9669,0.8446,0.765992,letter,32
G+,G+,B,B,17,34,13,0.9668,0.4643,1,letter,32
A-,A-,E-,E-,23,49,1349,0.9661,0.6985,0.77545,letter,32
L-,L-,X,X,20,49,563,0.9657,2.2561,0.25287,letter,32
I,I,S+,S+,23,49,1215,0.9652,1.2207,0.77545,letter,32
A+,A+,M,M,14,49,2447,0.9651,0.9015,0.00380165,letter,32
G,G,N+,N+,22,49,617,0.9651,1.4208,0.568172,letter,32
A,A,I+,I+,21,44,86,0.9649,0.5889,0.880396,letter,32
X-,X-,X,X,22,49,833,0.9647,0.5514,0.568172,letter,32
S,S,X+,X+,21,50,1596,0.9644,1.1950,0.322236,letter,32
L+,L+,O,O,21,44,84,0.9644,1.6405,0.880396,letter,32
H,H,O+,O+,23,49,246,0.9643,0.9650,0.77545,letter,32
P,P,Z,Z,23,49,290,0.9643,0.9115,0.77545,letter,32
K,K,S+,S+,21,49,871,0.9638,0.7036,0.391603,letter,32
T-,T-,A+,A+,19,49,1395,0.9623,0.9578,0.152408,letter,32
T+,T+,A,A,18,49,1947,0.9617,0.5440,0.0854331,letter,32
S+,S+,H,H,23,49,593,0.9617,0.5770,0.77545,letter,32
G+,G+,O,O,15,33,11,0.9615,0.2009,0.728332,letter,32
C,C,Y,Y,23,48,333,0.9611,0.7883,0.885433,letter,32
O,O,X-,X-,23,48,920,0.9610,1.1486,0.885433,letter,32
T+,T+,I,I,23,48,898,0.9604,0.4959,0.885433,letter,32
E-,E-,X,X,22,49,1224,0.9603,1.3180,0.568172,letter,32
B,B,M,M,19,49,1707,0.9603,0.9193,0.152408,letter,32
A,A,N,N,20,50,2169,0.9601,0.7383,0.202639,letter,32
N-,N-,B,B,21,49,437,0.9595,0.9344,0.391603,letter,32
X+,X+,Q,Q,20,50,2034,0.9591,0.8466,0.202639,letter,32
S,S,W-,W-,20,40,17,0.9591,0.8716,1,letter,32
M,M,B,B,17,49,1807,0.9590,1.1070,0.0443842,letter,32
S-,S-,X+,X+,22,49,879,0.9590,1.0106,0.568172,letter,32
E+,E+,G,G,24,49,285,0.9590,0.6144,1,letter,32
T+,T+,X,X,23,49,1670,0.9586,0.4949,0.77545,letter,32
X-,X-,S+,S+,23,49,819,0.9581,0.4721,0.77545,letter,32
N,N,P,P,23,49,241,0.9569,0.9074,0.77545,letter,32
A,A,A+,A+,19,50,2448,0.9564,0.8069,0.11892,letter,32
M,M,S-,S-,22,49,1460,0.9559,0.8663,0.568172,letter,32
S-,S-,A,A,21,49,1258,0.9559,1.0102,0.391603,letter,32
A+,A+,N-,N-,20,49,1079,0.9558,0.8922,0.25287,letter,32
L-,L-,G-,G-,24,48,218,0.9557,1.4298,1,letter,32
T,T,X+,X+,22,50,1755,0.9556,0.9227,0.479888,letter,32
H,H,S,S,23,49,566,0.9554,0.9804,0.77545,letter,32
S,S,L+,L+,23,49,129,0.9553,0.6358,0.77545,letter,32
S+,S+,G-,G-,23,49,475,0.9550,0.4752,0.77545,letter,32
O,O,M,M,20,49,1916,0.9547,0.8537,0.25287,letter,32
B,B,T,T,22,49,1179,0.9539,0.9749,0.568172,letter,32
A-,A-,O+,O+,20,49,1168,0.9534,0.5512,0.25287,letter,32
O,O,H,H,23,49,473,0.9534,0.8605,0.77545,letter,32
X,X,M,M,22,49,2047,0.9532,0.5433,0.568172,letter,32
H,H,K,K,22,48,310,0.9531,1.0511,0.665466,letter,32
A,A,T-,T-,21,49,1435,0.9529,0.7292,0.391603,letter,32
E+,E+,K,K,22,49,502,0.9528,0.7453,0.568172,letter,32
A+,A+,N,N,18,49,2124,0.9522,0.9422,0.0854331,letter,32
X-,X-,L-,L-,23,49,124,0.9520,0.1918,0.77545,letter,32
A+,A+,X,X,17,50,2151,0.9519,1.1317,0.0328391,letter,32
A-,A-,N+,N+,22,49,1861,0.9515,0.6031,0.568172,letter,32
G-,G-,M,M,23,49,737,0.9515,0.7650,0.77545,letter,32
N,N,S,S,20,49,1635,0.9508,0.8595,0.25287,letter,32
A-,A-,L-,L-,24,49,461,0.9507,0.3319,1,letter,32
S+,S+,N,N,19,49,1685,0.9507,0.5221,0.152408,letter,32
F,F,A,A,19,49,1110,0.9507,1.1224,0.152408,letter,32
X+,X+,E-,E-,22,49,1330,0.9502,0.7254,0.568172,letter,32
Z,Z,P,P,22,49,432,0.9494,1.0143,0.568172,letter,32
A-,A-,L,L,24,49,418,0.9492,0.8065,1,letter,32
N+,N+,A-,A-,20,49,1901,0.9490,0.8492,0.25287,letter,32
G,G,K,K,23,49,326,0.9478,1.7005,0.77545,letter,32
O+,O+,M,M,20,49,1519,0.9472,0.8894,0.25287,letter,32
X+,X+,L-,L-,23,49,427,0.9467,0.4508,0.77545,letter,32
O-,O-,Z,Z,24,49,311,0.9467,0.8562,1,letter,32
S-,S-,I,I,23,49,453,0.9465,0.6837,0.77545,letter,32
N-,N-,O+,O+,22,47,212,0.9462,0.5962,0.770867,letter,32
F+,F+,X,X,19,42,38,0.9449,2.0334,0.643969,letter,32
X,X,N,N,22,49,1604,0.9443,0.5256,0.568172,letter,32
A,A,X,X,17,50,2162,0.9439,0.9007,0.0328391,letter,32
G-,G-,X+,X+,24,49,519,0.9436,0.9647,1,letter,32
O+,O+,S-,S-,20,49,546,0.9436,0.8437,0.25287,letter,32
P,P,E,E,21,45,32,0.9435,0.7305,0.765992,letter,32
A-,A-,Q,Q,15,49,2088,0.9431,0.7319,0.00939924,letter,32
A,A,S+,S+,19,50,2304,0.9428,0.8956,0.11892,letter,32
F+,F+,A+,A+,20,43,51,0.9428,1.7618,0.760792,letter,32
X,X,O+,O+,21,49,914,0.9427,0.5435,0.391603,letter,32
G,G,A+,A+,20,49,945,0.9425,1.3464,0.25287,letter,32
S,S,A-,A-,20,49,1716,0.9421,1.1028,0.25287,letter,32
O+,O+,G,G,22,49,284,0.9421,0.6833,0.568172,letter,32
A,A,N+,N+,17,50,2277,0.9418,0.6993,0.0328391,letter,32
A,A,B,B,19,49,1795,0.9415,0.8527,0.152408,letter,32
K,K,T-,T-,24,49,402,0.9413,0.5995,1,letter,32
Y,Y,N,N,21,48,1223,0.9412,0.7788,0.470879,letter,32
N,N,N,N,21,49,1619,0.9411,0.7505,0.391603,letter,32
A,A,S,S,15,50,2195,0.9407,0.6774,0.00660045,letter,32
Z,Z,B+,B+,19,40,60,0.9406,0.2262,0.874629,letter,32
X+,X+,N+,N+,20,50,1833,0.9400,0.7240,0.202639,letter,32
E-,E-,I-,I-,22,48,244,0.9396,1.0131,0.665466,letter,32
X+,X+,G-,G-,22,49,518,0.9396,0.6558,0.568172,letter,32
L-,L-,E+,E+,22,49,315,0.9394,1.6593,0.568172,letter,32
M,M,I+,I+,21,42,91,0.9390,0.8477,1,letter,32
B,B,S-,S-,24,49,662,0.9388,0.8397,1,letter,32
Q,Q,C,C,19,49,734,0.9387,0.7069,0.152408,letter,32
L+,L+,A,A,22,47,173,0.9385,1.3461,0.770867,letter,32
B,B,N,N,22,49,1225,0.9371,0.7946,0.568172,letter,32
X+,X+,N,N,20,49,1801,0.9365,0.6004,0.25287,letter,32
S-,S-,T+,T+,21,49,658,0.9364,0.9554,0.391603,letter,32
N,N,Q,Q,14,49,1935,0.9359,1.0733,0.00380165,letter,32
G,G,P,P,22,49,103,0.9358,1.0390,0.568172,letter,32
I,I,A+,A+,15,49,1521,0.9350,1.0941,0.00939924,letter,32
A+,A+,N+,N+,20,50,2214,0.9348,0.9443,0.202639,letter,32
A,A,B-,B-,18,50,538,0.9348,0.6452,0.0649086,letter,32
S,S,O+,O+,19,49,784,0.9345,1.0024,0.152408,letter,32
X,X,A,A,16,50,2049,0.9344,0.6236,0.0153467,letter,32
A-,A-,G,G,23,49,668,0.9343,0.5978,0.77545,letter,32
N-,N-,A-,A-,22,49,663,0.9334,0.8193,0.568172,letter,32
T-,T-,H,H,22,49,388,0.9333,0.8293,0.568172,letter,32
I,I,I-,I-,23,49,220,0.9331,0.8698,0.77545,letter,32
B,B,F-,F-,16,33,18,0.9331,0.0311,1,letter,32
T+,T+,X+,X+,18,49,1641,0.9327,0.5442,0.0854331,letter,32
F-,F-,A+,A+,17,36,43,0.9324,1.1527,0.867939,letter,32
A-,A-,N,N,20,49,1853,0.9317,0.6168,0.25287,letter,32
S-,S-,N,N,21,48,765,0.9312,0.8383,0.470879,letter,32
A,A,H,H,19,49,995,0.9306,0.7348,0.152408,letter,32
S+,S+,L-,L-,21,49,376,0.9301,0.2667,0.391603,letter,32
X,X,T-,T-,19,49,987,0.9293,0.5449,0.152408,letter,32
T-,T-,F,F,21,49,347,0.9291,0.7325,0.391603,letter,32
Y,Y,X-,X-,21,48,674,0.9290,1.3054,0.470879,letter,32
T+,T+,W,W,22,49,160,0.9284,0.4321,0.568172,letter,32
B-,B-,O+,O+,23,49,132,0.9284,0.7439,0.77545,letter,32
Y,Y,X,X,19,48,1077,0.9278,0.9469,0.193413,letter,32
T,T,T+,T+,23,49,1544,0.9274,1.0032,0.77545,letter,32
F+,F+,S,S,18,39,32,0.9265,1.1274,0.749259,letter,32
Z,Z,A,A,13,50,2490,0.9265,0.9839,0.000936223,letter,32
L,L,X-,X-,22,45,88,0.9261,1.4632,1,letter,32
Z,Z,N+,N+,15,50,2194,0.9261,1.0255,0.00660045,letter,32
O,O,O,O,20,49,1246,0.9258,0.8013,0.25287,letter,32
Y,Y,N+,N+,18,48,1206,0.9255,0.9220,0.111403,letter,32
B+,B+,T-,T-,18,37,13,0.9255,0.4521,1,letter,32
E-,E-,S,S,23,49,962,0.9253,0.8583,0.77545,letter,32
N-,N-,M,M,20,49,940,0.9250,0.5885,0.25287,letter,32
E-,E-,E+,E+,20,49,763,0.9248,0.8897,0.25287,letter,32
Z,Z,G+,G+,20,42,83,0.9245,1.0622,0.877614,letter,32
H,H,S-,S-,22,49,232,0.9244,0.9069,0.568172,letter,32
E-,E-,B,B,16,49,925,0.9244,1.1755,0.0212941,letter,32
S+,S+,E+,E+,24,49,1152,0.9244,0.5599,1,letter,32
S,S,O,O,18,49,1362,0.9239,1.0166,0.0854331,letter,32
Y,Y,P,P,19,46,139,0.9236,0.9615,0.301996,letter,32
S+,S+,N-,N-,23,49,651,0.9229,0.6018,0.77545,letter,32
X,X,B,B,20,49,1349,0.9223,0.6197,0.25287,letter,32
S,S,T+,T+,21,49,1296,0.9220,1.2507,0.391603,letter,32
Q,Q,B,B,21,49,1625,0.9219,0.9846,0.391603,letter,32
I,I,A,A,17,49,1557,0.9218,1.0519,0.0443842,letter,32
N,N,N+,N+,20,49,1682,0.9218,0.8888,0.25287,letter,32
E+,E+,P,P,20,48,195,0.9213,0.7201,0.312327,letter,32
A+,A+,T,T,16,50,2087,0.9211,0.9215,0.0153467,letter,32
I-,I-,N,N,22,48,396,0.9211,1.2286,0.665466,letter,32
Z,Z,Z,Z,6,50,2384,0.9208,0.9936,3.24374e-08,letter,32
E,E,Y,Y,22,46,134,0.9206,0.4801,0.882996,letter,32
T-,T-,G,G,22,49,341,0.9205,0.7282,0.568172,letter,32
A+,A+,K,K,20,49,1326,0.9205,1.0772,0.25287,letter,32
X+,X+,Y,Y,21,49,1324,0.9201,0.8136,0.391603,letter,32
N,N,F,F,23,49,723,0.9199,1.0706,0.77545,letter,32
O+,O+,H,H,24,49,320,0.9198,0.8926,1,letter,32
L-,L-,N+,N+,17,49,450,0.9196,1.5593,0.0443842,letter,32
M,M,M,M,1,49,2462,0.9194,0.8644,1.77636e-13,letter,32
E+,E+,T+,T+,22,49,886,0.9190,0.7351,0.568172,letter,32
A+,A+,L,L,21,48,572,0.9188,0.9143,0.470879,letter,32
I,I,Z,Z,22,49,1522,0.9179,1.1930,0.568172,letter,32
F,F,F,F,20,49,430,0.9178,0.8296,0.25287,letter,32
